date,year,month,district,lat,lon,t2m,prectot
2011-03-31,2011,3,Bardiya,28.45,81.3,21.84,6.67
2011-04-30,2011,4,Bardiya,28.45,81.3,26.74,14.76
2011-05-31,2011,5,Bardiya,28.45,81.3,31.66,72.77
2011-06-30,2011,6,Bardiya,28.45,81.3,30.64,401.17
2011-07-31,2011,7,Bardiya,28.45,81.3,27.04,396.83
2011-08-31,2011,8,Bardiya,28.45,81.3,26.33,438.08
2011-09-30,2011,9,Bardiya,28.45,81.3,25.59,192.9
2011-10-31,2011,10,Bardiya,28.45,81.3,22.66,1.0
2011-11-30,2011,11,Bardiya,28.45,81.3,18.2,0.0
2011-12-31,2011,12,Bardiya,28.45,81.3,14.6,7.98
2012-01-31,2012,1,Bardiya,28.45,81.3,12.44,63.72
2012-02-29,2012,2,Bardiya,28.45,81.3,15.9,12.33
2012-03-31,2012,3,Bardiya,28.45,81.3,21.2,8.66
2012-04-30,2012,4,Bardiya,28.45,81.3,27.43,26.7
2012-05-31,2012,5,Bardiya,28.45,81.3,32.2,7.91
2012-06-30,2012,6,Bardiya,28.45,81.3,34.75,36.6
2012-07-31,2012,7,Bardiya,28.45,81.3,28.52,341.6
2012-08-31,2012,8,Bardiya,28.45,81.3,26.78,365.08
2012-09-30,2012,9,Bardiya,28.45,81.3,25.26,295.86
2012-10-31,2012,10,Bardiya,28.45,81.3,22.04,5.72
2012-11-30,2012,11,Bardiya,28.45,81.3,17.63,1.06
2012-12-31,2012,12,Bardiya,28.45,81.3,14.48,1.96
2013-01-31,2013,1,Bardiya,28.45,81.3,12.64,68.28
2013-02-28,2013,2,Bardiya,28.45,81.3,15.97,92.17
2013-03-31,2013,3,Bardiya,28.45,81.3,22.22,4.3
2013-04-30,2013,4,Bardiya,28.45,81.3,27.57,6.48
2013-05-31,2013,5,Bardiya,28.45,81.3,32.31,28.71
2013-06-30,2013,6,Bardiya,28.45,81.3,28.92,475.29
2013-07-31,2013,7,Bardiya,28.45,81.3,26.94,499.31
2013-08-31,2013,8,Bardiya,28.45,81.3,26.49,305.26
2013-09-30,2013,9,Bardiya,28.45,81.3,25.92,160.24
2013-10-31,2013,10,Bardiya,28.45,81.3,23.02,81.69
2013-11-30,2013,11,Bardiya,28.45,81.3,17.94,4.36
2013-12-31,2013,12,Bardiya,28.45,81.3,14.66,6.88
2014-01-31,2014,1,Bardiya,28.45,81.3,13.62,24.68
2014-02-28,2014,2,Bardiya,28.45,81.3,15.51,45.51
2014-03-31,2014,3,Bardiya,28.45,81.3,21.24,8.96
2014-04-30,2014,4,Bardiya,28.45,81.3,27.3,10.81
2014-05-31,2014,5,Bardiya,28.45,81.3,31.48,47.5
2014-06-30,2014,6,Bardiya,28.45,81.3,34.14,88.37
2014-07-31,2014,7,Bardiya,28.45,81.3,29.35,427.37
2014-08-31,2014,8,Bardiya,28.45,81.3,27.42,290.26
2014-09-30,2014,9,Bardiya,28.45,81.3,25.9,160.86
2014-10-31,2014,10,Bardiya,28.45,81.3,22.95,48.79
2014-11-30,2014,11,Bardiya,28.45,81.3,19.07,0.0
2014-12-31,2014,12,Bardiya,28.45,81.3,14.64,32.35
2015-01-31,2015,1,Bardiya,28.45,81.3,13.46,49.06
2015-02-28,2015,2,Bardiya,28.45,81.3,17.98,21.86
2015-03-31,2015,3,Bardiya,28.45,81.3,20.68,133.61
2015-04-30,2015,4,Bardiya,28.45,81.3,25.6,56.41
2015-05-31,2015,5,Bardiya,28.45,81.3,31.67,24.22
2015-06-30,2015,6,Bardiya,28.45,81.3,32.44,252.06
2015-07-31,2015,7,Bardiya,28.45,81.3,27.91,246.66
2015-08-31,2015,8,Bardiya,28.45,81.3,27.16,243.5
2015-09-30,2015,9,Bardiya,28.45,81.3,26.76,25.35
2015-10-31,2015,10,Bardiya,28.45,81.3,24.86,11.79
2015-11-30,2015,11,Bardiya,28.45,81.3,21.26,1.07
2015-12-31,2015,12,Bardiya,28.45,81.3,15.9,0.85
2016-01-31,2016,1,Bardiya,28.45,81.3,15.12,7.76
2016-02-29,2016,2,Bardiya,28.45,81.3,19.03,17.42
2016-03-31,2016,3,Bardiya,28.45,81.3,24.14,20.28
2016-04-30,2016,4,Bardiya,28.45,81.3,30.46,2.68
2016-05-31,2016,5,Bardiya,28.45,81.3,31.22,102.26
2016-06-30,2016,6,Bardiya,28.45,81.3,31.32,131.66
2016-07-31,2016,7,Bardiya,28.45,81.3,27.34,567.29
2016-08-31,2016,8,Bardiya,28.45,81.3,27.28,173.2
2016-09-30,2016,9,Bardiya,28.45,81.3,26.08,105.66
2016-10-31,2016,10,Bardiya,28.45,81.3,23.8,27.46
2016-11-30,2016,11,Bardiya,28.45,81.3,19.55,0.0
2016-12-31,2016,12,Bardiya,28.45,81.3,16.58,0.06
2017-01-31,2017,1,Bardiya,28.45,81.3,15.06,30.36
2017-02-28,2017,2,Bardiya,28.45,81.3,18.77,1.46
2017-03-31,2017,3,Bardiya,28.45,81.3,22.18,29.46
2017-04-30,2017,4,Bardiya,28.45,81.3,29.64,23.26
2017-05-31,2017,5,Bardiya,28.45,81.3,31.88,71.84
2017-06-30,2017,6,Bardiya,28.45,81.3,32.54,86.23
2017-07-31,2017,7,Bardiya,28.45,81.3,27.83,431.6
2017-08-31,2017,8,Bardiya,28.45,81.3,26.77,322.48
2017-09-30,2017,9,Bardiya,28.45,81.3,26.34,127.28
2017-10-31,2017,10,Bardiya,28.45,81.3,24.43,1.34
2017-11-30,2017,11,Bardiya,28.45,81.3,19.55,0.38
2017-12-31,2017,12,Bardiya,28.45,81.3,16.87,1.64
2018-01-31,2018,1,Bardiya,28.45,81.3,13.88,0.18
2018-02-28,2018,2,Bardiya,28.45,81.3,18.72,0.33
2018-03-31,2018,3,Bardiya,28.45,81.3,24.38,0.34
2018-04-30,2018,4,Bardiya,28.45,81.3,27.88,2.57
2018-05-31,2018,5,Bardiya,28.45,81.3,30.7,3.19
2018-06-30,2018,6,Bardiya,28.45,81.3,32.44,3.07
2018-07-31,2018,7,Bardiya,28.45,81.3,28.2,18.58
2018-08-31,2018,8,Bardiya,28.45,81.3,26.5,15.34
2018-09-30,2018,9,Bardiya,28.45,81.3,25.58,2.79
2018-10-31,2018,10,Bardiya,28.45,81.3,22.1,0.02
2018-11-30,2018,11,Bardiya,28.45,81.3,18.8,0.09
2018-12-31,2018,12,Bardiya,28.45,81.3,14.46,0.02
2019-01-31,2019,1,Bardiya,28.45,81.3,13.93,1.18
2019-02-28,2019,2,Bardiya,28.45,81.3,15.92,4.06
2019-03-31,2019,3,Bardiya,28.45,81.3,20.54,0.49
2019-04-30,2019,4,Bardiya,28.45,81.3,27.64,0.96
2019-05-31,2019,5,Bardiya,28.45,81.3,31.9,0.43
2019-06-30,2019,6,Bardiya,28.45,81.3,32.83,5.12
2019-07-31,2019,7,Bardiya,28.45,81.3,28.44,14.65
2019-08-31,2019,8,Bardiya,28.45,81.3,27.3,5.9
2019-09-30,2019,9,Bardiya,28.45,81.3,25.78,8.3
2019-10-31,2019,10,Bardiya,28.45,81.3,22.41,0.14
2019-11-30,2019,11,Bardiya,28.45,81.3,19.44,0.32
2019-12-31,2019,12,Bardiya,28.45,81.3,12.96,1.85
1981-01-31,1981,1,Bhaktapur,27.7,85.5,3.54,21.95
1981-02-28,1981,2,Bhaktapur,27.7,85.5,7.13,1.09
1981-03-31,1981,3,Bhaktapur,27.7,85.5,9.86,26.61
1981-04-30,1981,4,Bhaktapur,27.7,85.5,13.73,55.5
1981-05-31,1981,5,Bhaktapur,27.7,85.5,16.39,122.58
1981-06-30,1981,6,Bhaktapur,27.7,85.5,18.43,184.35
1981-07-31,1981,7,Bhaktapur,27.7,85.5,17.89,281.35
1981-08-31,1981,8,Bhaktapur,27.7,85.5,17.34,200.4
1981-09-30,1981,9,Bhaktapur,27.7,85.5,15.66,73.43
1981-10-31,1981,10,Bhaktapur,27.7,85.5,12.51,2.04
1981-11-30,1981,11,Bhaktapur,27.7,85.5,8.34,17.25
1981-12-31,1981,12,Bhaktapur,27.7,85.5,5.46,2.92
1982-01-31,1982,1,Bhaktapur,27.7,85.5,5.42,73.55
1982-02-28,1982,2,Bhaktapur,27.7,85.5,4.5,10.85
1982-03-31,1982,3,Bhaktapur,27.7,85.5,8.99,18.97
1982-04-30,1982,4,Bhaktapur,27.7,85.5,14.06,20.93
1982-05-31,1982,5,Bhaktapur,27.7,85.5,17.18,32.13
1982-06-30,1982,6,Bhaktapur,27.7,85.5,18.79,60.53
1982-07-31,1982,7,Bhaktapur,27.7,85.5,18.71,183.83
1982-08-31,1982,8,Bhaktapur,27.7,85.5,17.76,158.86
1982-09-30,1982,9,Bhaktapur,27.7,85.5,15.71,102.47
1982-10-31,1982,10,Bhaktapur,27.7,85.5,12.22,4.52
1982-11-30,1982,11,Bhaktapur,27.7,85.5,8.67,5.62
1982-12-31,1982,12,Bhaktapur,27.7,85.5,6.14,3.89
1983-01-31,1983,1,Bhaktapur,27.7,85.5,3.53,0.14
1983-02-28,1983,2,Bhaktapur,27.7,85.5,4.86,0.09
1983-03-31,1983,3,Bhaktapur,27.7,85.5,10.3,7.87
1983-04-30,1983,4,Bhaktapur,27.7,85.5,13.29,9.51
1983-05-31,1983,5,Bhaktapur,27.7,85.5,16.78,45.01
1983-06-30,1983,6,Bhaktapur,27.7,85.5,19.42,84.63
1983-07-31,1983,7,Bhaktapur,27.7,85.5,18.92,139.0
1983-08-31,1983,8,Bhaktapur,27.7,85.5,18.24,78.89
1983-09-30,1983,9,Bhaktapur,27.7,85.5,16.7,52.68
1983-10-31,1983,10,Bhaktapur,27.7,85.5,13.39,42.02
1983-11-30,1983,11,Bhaktapur,27.7,85.5,9.18,0.0
1983-12-31,1983,12,Bhaktapur,27.7,85.5,5.64,5.18
1984-01-31,1984,1,Bhaktapur,27.7,85.5,3.86,5.3
1984-02-29,1984,2,Bhaktapur,27.7,85.5,6.06,13.68
1984-03-31,1984,3,Bhaktapur,27.7,85.5,12.14,5.74
1984-04-30,1984,4,Bhaktapur,27.7,85.5,15.54,14.73
1984-05-31,1984,5,Bhaktapur,27.7,85.5,17.97,37.07
1984-06-30,1984,6,Bhaktapur,27.7,85.5,18.55,141.8
1984-07-31,1984,7,Bhaktapur,27.7,85.5,17.28,181.79
1984-08-31,1984,8,Bhaktapur,27.7,85.5,17.51,205.98
1984-09-30,1984,9,Bhaktapur,27.7,85.5,14.9,140.3
1984-10-31,1984,10,Bhaktapur,27.7,85.5,13.06,13.38
1984-11-30,1984,11,Bhaktapur,27.7,85.5,8.09,0.0
1984-12-31,1984,12,Bhaktapur,27.7,85.5,6.39,1.73
1985-01-31,1985,1,Bhaktapur,27.7,85.5,3.95,14.99
1985-02-28,1985,2,Bhaktapur,27.7,85.5,6.14,0.94
1985-03-31,1985,3,Bhaktapur,27.7,85.5,12.38,1.46
1985-04-30,1985,4,Bhaktapur,27.7,85.5,15.95,1.57
1985-05-31,1985,5,Bhaktapur,27.7,85.5,17.39,32.34
1985-06-30,1985,6,Bhaktapur,27.7,85.5,19.67,41.47
1985-07-31,1985,7,Bhaktapur,27.7,85.5,17.3,265.21
1985-08-31,1985,8,Bhaktapur,27.7,85.5,17.75,153.2
1985-09-30,1985,9,Bhaktapur,27.7,85.5,15.63,150.0
1985-10-31,1985,10,Bhaktapur,27.7,85.5,12.41,69.03
1985-11-30,1985,11,Bhaktapur,27.7,85.5,8.0,0.0
1985-12-31,1985,12,Bhaktapur,27.7,85.5,6.46,5.34
1986-01-31,1986,1,Bhaktapur,27.7,85.5,5.06,0.29
1986-02-28,1986,2,Bhaktapur,27.7,85.5,6.38,12.49
1986-03-31,1986,3,Bhaktapur,27.7,85.5,10.23,3.04
1986-04-30,1986,4,Bhaktapur,27.7,85.5,14.35,13.96
1986-05-31,1986,5,Bhaktapur,27.7,85.5,16.09,33.99
1986-06-30,1986,6,Bhaktapur,27.7,85.5,19.1,135.59
1986-07-31,1986,7,Bhaktapur,27.7,85.5,17.41,213.56
1986-08-31,1986,8,Bhaktapur,27.7,85.5,17.42,98.92
1986-09-30,1986,9,Bhaktapur,27.7,85.5,15.61,41.56
1986-10-31,1986,10,Bhaktapur,27.7,85.5,11.97,33.85
1986-11-30,1986,11,Bhaktapur,27.7,85.5,9.3,0.37
1986-12-31,1986,12,Bhaktapur,27.7,85.5,5.36,30.48
1987-01-31,1987,1,Bhaktapur,27.7,85.5,5.13,3.28
1987-02-28,1987,2,Bhaktapur,27.7,85.5,7.29,3.62
1987-03-31,1987,3,Bhaktapur,27.7,85.5,10.25,13.54
1987-04-30,1987,4,Bhaktapur,27.7,85.5,14.66,12.33
1987-05-31,1987,5,Bhaktapur,27.7,85.5,17.05,9.89
1987-06-30,1987,6,Bhaktapur,27.7,85.5,20.12,35.28
1987-07-31,1987,7,Bhaktapur,27.7,85.5,18.56,187.64
1987-08-31,1987,8,Bhaktapur,27.7,85.5,17.18,220.17
1987-09-30,1987,9,Bhaktapur,27.7,85.5,16.06,140.87
1987-10-31,1987,10,Bhaktapur,27.7,85.5,12.01,82.84
1987-11-30,1987,11,Bhaktapur,27.7,85.5,9.75,0.1
1987-12-31,1987,12,Bhaktapur,27.7,85.5,7.51,1.58
1988-01-31,1988,1,Bhaktapur,27.7,85.5,6.0,0.79
1988-02-29,1988,2,Bhaktapur,27.7,85.5,7.95,2.2
1988-03-31,1988,3,Bhaktapur,27.7,85.5,10.32,36.43
1988-04-30,1988,4,Bhaktapur,27.7,85.5,15.5,28.26
1988-05-31,1988,5,Bhaktapur,27.7,85.5,17.57,73.04
1988-06-30,1988,6,Bhaktapur,27.7,85.5,18.81,93.09
1988-07-31,1988,7,Bhaktapur,27.7,85.5,17.89,279.19
1988-08-31,1988,8,Bhaktapur,27.7,85.5,17.31,171.85
1988-09-30,1988,9,Bhaktapur,27.7,85.5,16.44,48.35
1988-10-31,1988,10,Bhaktapur,27.7,85.5,13.11,11.94
1988-11-30,1988,11,Bhaktapur,27.7,85.5,9.46,0.01
1988-12-31,1988,12,Bhaktapur,27.7,85.5,7.18,22.83
1989-01-31,1989,1,Bhaktapur,27.7,85.5,3.84,21.5
1989-02-28,1989,2,Bhaktapur,27.7,85.5,5.61,9.51
1989-03-31,1989,3,Bhaktapur,27.7,85.5,10.37,7.39
1989-04-30,1989,4,Bhaktapur,27.7,85.5,14.91,2.51
1989-05-31,1989,5,Bhaktapur,27.7,85.5,18.12,58.2
1989-06-30,1989,6,Bhaktapur,27.7,85.5,18.73,62.47
1989-07-31,1989,7,Bhaktapur,27.7,85.5,18.19,160.68
1989-08-31,1989,8,Bhaktapur,27.7,85.5,17.31,104.46
1989-09-30,1989,9,Bhaktapur,27.7,85.5,16.66,68.81
1989-10-31,1989,10,Bhaktapur,27.7,85.5,13.66,9.49
1989-11-30,1989,11,Bhaktapur,27.7,85.5,8.64,1.77
1989-12-31,1989,12,Bhaktapur,27.7,85.5,5.55,2.1
1990-01-31,1990,1,Bhaktapur,27.7,85.5,7.46,0.0
1990-02-28,1990,2,Bhaktapur,27.7,85.5,6.22,18.35
1990-03-31,1990,3,Bhaktapur,27.7,85.5,8.99,11.3
1990-04-30,1990,4,Bhaktapur,27.7,85.5,14.34,5.53
1990-05-31,1990,5,Bhaktapur,27.7,85.5,18.13,12.56
1990-06-30,1990,6,Bhaktapur,27.7,85.5,19.87,80.75
1990-07-31,1990,7,Bhaktapur,27.7,85.5,18.09,285.21
1990-08-31,1990,8,Bhaktapur,27.7,85.5,17.27,138.73
1990-09-30,1990,9,Bhaktapur,27.7,85.5,16.15,106.88
1990-10-31,1990,10,Bhaktapur,27.7,85.5,12.26,21.64
1990-11-30,1990,11,Bhaktapur,27.7,85.5,10.31,0.0
1990-12-31,1990,12,Bhaktapur,27.7,85.5,6.92,0.12
1991-01-31,1991,1,Bhaktapur,27.7,85.5,4.14,4.12
1991-02-28,1991,2,Bhaktapur,27.7,85.5,7.8,0.2
1991-03-31,1991,3,Bhaktapur,27.7,85.5,11.24,6.94
1991-04-30,1991,4,Bhaktapur,27.7,85.5,14.83,2.36
1991-05-31,1991,5,Bhaktapur,27.7,85.5,18.62,23.41
1991-06-30,1991,6,Bhaktapur,27.7,85.5,18.84,37.92
1991-07-31,1991,7,Bhaktapur,27.7,85.5,18.99,133.05
1991-08-31,1991,8,Bhaktapur,27.7,85.5,17.96,112.14
1991-09-30,1991,9,Bhaktapur,27.7,85.5,16.3,81.35
1991-10-31,1991,10,Bhaktapur,27.7,85.5,13.38,2.29
1991-11-30,1991,11,Bhaktapur,27.7,85.5,8.61,0.13
1991-12-31,1991,12,Bhaktapur,27.7,85.5,5.76,18.31
1992-01-31,1992,1,Bhaktapur,27.7,85.5,5.0,0.91
1992-02-29,1992,2,Bhaktapur,27.7,85.5,4.63,3.31
1992-03-31,1992,3,Bhaktapur,27.7,85.5,11.99,0.42
1992-04-30,1992,4,Bhaktapur,27.7,85.5,15.87,1.74
1992-05-31,1992,5,Bhaktapur,27.7,85.5,16.61,20.59
1992-06-30,1992,6,Bhaktapur,27.7,85.5,18.96,46.3
1992-07-31,1992,7,Bhaktapur,27.7,85.5,18.35,120.75
1992-08-31,1992,8,Bhaktapur,27.7,85.5,17.79,111.92
1992-09-30,1992,9,Bhaktapur,27.7,85.5,16.58,77.74
1992-10-31,1992,10,Bhaktapur,27.7,85.5,13.04,38.52
1992-11-30,1992,11,Bhaktapur,27.7,85.5,9.24,6.88
1992-12-31,1992,12,Bhaktapur,27.7,85.5,5.68,5.7
1993-01-31,1993,1,Bhaktapur,27.7,85.5,4.44,6.85
1993-02-28,1993,2,Bhaktapur,27.7,85.5,7.73,1.72
1993-03-31,1993,3,Bhaktapur,27.7,85.5,9.04,29.39
1993-04-30,1993,4,Bhaktapur,27.7,85.5,14.06,21.51
1993-05-31,1993,5,Bhaktapur,27.7,85.5,17.19,56.8
1993-06-30,1993,6,Bhaktapur,27.7,85.5,18.93,78.65
1993-07-31,1993,7,Bhaktapur,27.7,85.5,18.89,141.0
1993-08-31,1993,8,Bhaktapur,27.7,85.5,17.9,70.45
1993-09-30,1993,9,Bhaktapur,27.7,85.5,16.01,81.45
1993-10-31,1993,10,Bhaktapur,27.7,85.5,13.51,5.35
1993-11-30,1993,11,Bhaktapur,27.7,85.5,10.11,2.62
1993-12-31,1993,12,Bhaktapur,27.7,85.5,7.53,0.0
1994-01-31,1994,1,Bhaktapur,27.7,85.5,6.21,14.71
1994-02-28,1994,2,Bhaktapur,27.7,85.5,5.72,2.07
1994-03-31,1994,3,Bhaktapur,27.7,85.5,11.8,3.53
1994-04-30,1994,4,Bhaktapur,27.7,85.5,14.49,1.97
1994-05-31,1994,5,Bhaktapur,27.7,85.5,18.09,22.66
1994-06-30,1994,6,Bhaktapur,27.7,85.5,19.77,87.12
1994-07-31,1994,7,Bhaktapur,27.7,85.5,19.17,89.53
1994-08-31,1994,8,Bhaktapur,27.7,85.5,18.63,64.03
1994-09-30,1994,9,Bhaktapur,27.7,85.5,16.8,84.64
1994-10-31,1994,10,Bhaktapur,27.7,85.5,13.09,2.37
1994-11-30,1994,11,Bhaktapur,27.7,85.5,8.93,1.29
1994-12-31,1994,12,Bhaktapur,27.7,85.5,6.0,0.03
1995-01-31,1995,1,Bhaktapur,27.7,85.5,3.59,3.53
1995-02-28,1995,2,Bhaktapur,27.7,85.5,6.04,7.05
1995-03-31,1995,3,Bhaktapur,27.7,85.5,10.94,6.29
1995-04-30,1995,4,Bhaktapur,27.7,85.5,14.94,1.19
1995-05-31,1995,5,Bhaktapur,27.7,85.5,19.04,11.39
1995-06-30,1995,6,Bhaktapur,27.7,85.5,19.42,117.48
1995-07-31,1995,7,Bhaktapur,27.7,85.5,18.04,146.82
1995-08-31,1995,8,Bhaktapur,27.7,85.5,17.53,166.0
1995-09-30,1995,9,Bhaktapur,27.7,85.5,16.45,36.09
1995-10-31,1995,10,Bhaktapur,27.7,85.5,13.75,12.44
1995-11-30,1995,11,Bhaktapur,27.7,85.5,9.57,26.57
1995-12-31,1995,12,Bhaktapur,27.7,85.5,5.93,12.03
1996-01-31,1996,1,Bhaktapur,27.7,85.5,4.12,25.24
1996-02-29,1996,2,Bhaktapur,27.7,85.5,6.71,10.78
1996-03-31,1996,3,Bhaktapur,27.7,85.5,11.82,0.27
1996-04-30,1996,4,Bhaktapur,27.7,85.5,14.77,21.97
1996-05-31,1996,5,Bhaktapur,27.7,85.5,18.38,13.39
1996-06-30,1996,6,Bhaktapur,27.7,85.5,18.5,93.59
1996-07-31,1996,7,Bhaktapur,27.7,85.5,18.25,125.0
1996-08-31,1996,8,Bhaktapur,27.7,85.5,17.36,164.89
1996-09-30,1996,9,Bhaktapur,27.7,85.5,16.06,65.32
1996-10-31,1996,10,Bhaktapur,27.7,85.5,13.05,22.2
1996-11-30,1996,11,Bhaktapur,27.7,85.5,9.71,0.29
1996-12-31,1996,12,Bhaktapur,27.7,85.5,6.94,0.0
1997-01-31,1997,1,Bhaktapur,27.7,85.5,4.05,5.52
1997-02-28,1997,2,Bhaktapur,27.7,85.5,4.82,0.1
1997-03-31,1997,3,Bhaktapur,27.7,85.5,10.72,1.29
1997-04-30,1997,4,Bhaktapur,27.7,85.5,12.65,26.42
1997-05-31,1997,5,Bhaktapur,27.7,85.5,17.02,18.15
1997-06-30,1997,6,Bhaktapur,27.7,85.5,19.33,66.84
1997-07-31,1997,7,Bhaktapur,27.7,85.5,18.41,164.57
1997-08-31,1997,8,Bhaktapur,27.7,85.5,17.77,101.6
1997-09-30,1997,9,Bhaktapur,27.7,85.5,16.51,29.11
1997-10-31,1997,10,Bhaktapur,27.7,85.5,12.18,3.94
1997-11-30,1997,11,Bhaktapur,27.7,85.5,9.42,1.94
1997-12-31,1997,12,Bhaktapur,27.7,85.5,5.38,15.93
1998-01-31,1998,1,Bhaktapur,27.7,85.5,4.61,0.36
1998-02-28,1998,2,Bhaktapur,27.7,85.5,6.82,3.62
1998-03-31,1998,3,Bhaktapur,27.7,85.5,9.51,7.27
1998-04-30,1998,4,Bhaktapur,27.7,85.5,14.98,10.58
1998-05-31,1998,5,Bhaktapur,27.7,85.5,18.41,37.54
1998-06-30,1998,6,Bhaktapur,27.7,85.5,20.25,54.29
1998-07-31,1998,7,Bhaktapur,27.7,85.5,18.9,139.77
1998-08-31,1998,8,Bhaktapur,27.7,85.5,17.76,167.08
1998-09-30,1998,9,Bhaktapur,27.7,85.5,16.69,85.09
1998-10-31,1998,10,Bhaktapur,27.7,85.5,14.8,23.45
1998-11-30,1998,11,Bhaktapur,27.7,85.5,11.25,1.4
1998-12-31,1998,12,Bhaktapur,27.7,85.5,7.39,0.0
1999-01-31,1999,1,Bhaktapur,27.7,85.5,5.37,1.57
1999-02-28,1999,2,Bhaktapur,27.7,85.5,9.81,1.03
1999-03-31,1999,3,Bhaktapur,27.7,85.5,12.2,0.02
1999-04-30,1999,4,Bhaktapur,27.7,85.5,16.89,2.34
1999-05-31,1999,5,Bhaktapur,27.7,85.5,17.78,42.81
1999-06-30,1999,6,Bhaktapur,27.7,85.5,19.02,68.1
1999-07-31,1999,7,Bhaktapur,27.7,85.5,18.63,91.01
1999-08-31,1999,8,Bhaktapur,27.7,85.5,17.86,106.51
1999-09-30,1999,9,Bhaktapur,27.7,85.5,16.69,57.78
1999-10-31,1999,10,Bhaktapur,27.7,85.5,13.62,43.81
1999-11-30,1999,11,Bhaktapur,27.7,85.5,10.14,0.0
1999-12-31,1999,12,Bhaktapur,27.7,85.5,6.84,0.0
2000-01-31,2000,1,Bhaktapur,27.7,85.5,5.09,0.73
2000-02-29,2000,2,Bhaktapur,27.7,85.5,4.51,1.17
2000-03-31,2000,3,Bhaktapur,27.7,85.5,9.57,2.88
2000-04-30,2000,4,Bhaktapur,27.7,85.5,15.69,8.48
2000-05-31,2000,5,Bhaktapur,27.7,85.5,17.94,51.64
2000-06-30,2000,6,Bhaktapur,27.7,85.5,18.35,138.22
2000-07-31,2000,7,Bhaktapur,27.7,85.5,18.19,118.09
2000-08-31,2000,8,Bhaktapur,27.7,85.5,17.71,158.62
2000-09-30,2000,9,Bhaktapur,27.7,85.5,15.71,115.7
2000-10-31,2000,10,Bhaktapur,27.7,85.5,13.81,2.39
2000-11-30,2000,11,Bhaktapur,27.7,85.5,9.68,1.62
2000-12-31,2000,12,Bhaktapur,27.7,85.5,7.05,0.03
2001-01-31,2001,1,Bhaktapur,27.7,85.5,5.3,0.29
2001-02-28,2001,2,Bhaktapur,27.7,85.5,7.78,0.17
2001-03-31,2001,3,Bhaktapur,27.7,85.5,10.8,3.63
2001-04-30,2001,4,Bhaktapur,27.7,85.5,15.06,5.85
2001-05-31,2001,5,Bhaktapur,27.7,85.5,17.66,35.29
2001-06-30,2001,6,Bhaktapur,27.7,85.5,18.9,66.03
2001-07-31,2001,7,Bhaktapur,27.7,85.5,19.19,154.26
2001-08-31,2001,8,Bhaktapur,27.7,85.5,18.29,134.86
2001-09-30,2001,9,Bhaktapur,27.7,85.5,16.02,95.85
2001-10-31,2001,10,Bhaktapur,27.7,85.5,13.51,20.92
2001-11-30,2001,11,Bhaktapur,27.7,85.5,10.17,0.18
2001-12-31,2001,12,Bhaktapur,27.7,85.5,6.44,0.0
2002-01-31,2002,1,Bhaktapur,27.7,85.5,4.65,10.91
2002-02-28,2002,2,Bhaktapur,27.7,85.5,7.64,8.95
2002-03-31,2002,3,Bhaktapur,27.7,85.5,11.08,22.06
2002-04-30,2002,4,Bhaktapur,27.7,85.5,15.06,7.62
2002-05-31,2002,5,Bhaktapur,27.7,85.5,17.09,56.28
2002-06-30,2002,6,Bhaktapur,27.7,85.5,18.83,63.98
2002-07-31,2002,7,Bhaktapur,27.7,85.5,19.0,120.39
2002-08-31,2002,8,Bhaktapur,27.7,85.5,18.05,86.68
2002-09-30,2002,9,Bhaktapur,27.7,85.5,16.51,44.6
2002-10-31,2002,10,Bhaktapur,27.7,85.5,13.14,21.11
2002-11-30,2002,11,Bhaktapur,27.7,85.5,10.21,0.09
2002-12-31,2002,12,Bhaktapur,27.7,85.5,6.64,8.94
2003-01-31,2003,1,Bhaktapur,27.7,85.5,5.34,4.93
2003-02-28,2003,2,Bhaktapur,27.7,85.5,5.72,40.81
2003-03-31,2003,3,Bhaktapur,27.7,85.5,9.72,2.72
2003-04-30,2003,4,Bhaktapur,27.7,85.5,15.58,4.95
2003-05-31,2003,5,Bhaktapur,27.7,85.5,16.94,10.03
2003-06-30,2003,6,Bhaktapur,27.7,85.5,18.96,80.76
2003-07-31,2003,7,Bhaktapur,27.7,85.5,18.41,145.75
2003-08-31,2003,8,Bhaktapur,27.7,85.5,18.43,74.54
2003-09-30,2003,9,Bhaktapur,27.7,85.5,17.07,46.86
2003-10-31,2003,10,Bhaktapur,27.7,85.5,14.09,31.17
2003-11-30,2003,11,Bhaktapur,27.7,85.5,9.9,0.08
2003-12-31,2003,12,Bhaktapur,27.7,85.5,6.23,13.43
2004-01-31,2004,1,Bhaktapur,27.7,85.5,4.49,18.49
2004-02-29,2004,2,Bhaktapur,27.7,85.5,6.87,0.04
2004-03-31,2004,3,Bhaktapur,27.7,85.5,12.63,17.03
2004-04-30,2004,4,Bhaktapur,27.7,85.5,14.83,132.2
2004-05-31,2004,5,Bhaktapur,27.7,85.5,16.58,102.36
2004-06-30,2004,6,Bhaktapur,27.7,85.5,17.46,128.22
2004-07-31,2004,7,Bhaktapur,27.7,85.5,17.18,345.52
2004-08-31,2004,8,Bhaktapur,27.7,85.5,17.61,164.88
2004-09-30,2004,9,Bhaktapur,27.7,85.5,16.07,132.55
2004-10-31,2004,10,Bhaktapur,27.7,85.5,11.55,59.34
2004-11-30,2004,11,Bhaktapur,27.7,85.5,7.96,21.92
2004-12-31,2004,12,Bhaktapur,27.7,85.5,6.34,0.05
