date,year,month,district,lat,lon,t2m,prectot
1981-01-31,1981,1,Arghakhanchi,27.9,83.2,13.03,67.31
1981-02-28,1981,2,Arghakhanchi,27.9,83.2,16.67,3.37
1981-03-31,1981,3,Arghakhanchi,27.9,83.2,20.83,26.02
1981-04-30,1981,4,Arghakhanchi,27.9,83.2,25.5,46.15
1981-05-31,1981,5,Arghakhanchi,27.9,83.2,28.89,69.45
1981-06-30,1981,6,Arghakhanchi,27.9,83.2,30.23,110.77
1981-07-31,1981,7,Arghakhanchi,27.9,83.2,26.08,620.05
1981-08-31,1981,8,Arghakhanchi,27.9,83.2,25.33,309.99
1981-09-30,1981,9,Arghakhanchi,27.9,83.2,23.99,184.98
1981-10-31,1981,10,Arghakhanchi,27.9,83.2,21.12,11.72
1981-11-30,1981,11,Arghakhanchi,27.9,83.2,17.43,36.66
1981-12-31,1981,12,Arghakhanchi,27.9,83.2,14.05,1.37
1982-01-31,1982,1,Arghakhanchi,27.9,83.2,14.36,57.76
1982-02-28,1982,2,Arghakhanchi,27.9,83.2,14.74,22.8
1982-03-31,1982,3,Arghakhanchi,27.9,83.2,19.53,36.3
1982-04-30,1982,4,Arghakhanchi,27.9,83.2,25.72,32.8
1982-05-31,1982,5,Arghakhanchi,27.9,83.2,29.07,19.03
1982-06-30,1982,6,Arghakhanchi,27.9,83.2,29.99,138.72
1982-07-31,1982,7,Arghakhanchi,27.9,83.2,28.54,343.76
1982-08-31,1982,8,Arghakhanchi,27.9,83.2,26.12,150.33
1982-09-30,1982,9,Arghakhanchi,27.9,83.2,24.35,178.89
1982-10-31,1982,10,Arghakhanchi,27.9,83.2,22.47,2.55
1982-11-30,1982,11,Arghakhanchi,27.9,83.2,17.89,12.51
1982-12-31,1982,12,Arghakhanchi,27.9,83.2,14.44,7.29
1983-01-31,1983,1,Arghakhanchi,27.9,83.2,12.87,4.66
1983-02-28,1983,2,Arghakhanchi,27.9,83.2,15.47,1.89
1983-03-31,1983,3,Arghakhanchi,27.9,83.2,21.67,5.48
1983-04-30,1983,4,Arghakhanchi,27.9,83.2,25.07,18.68
1983-05-31,1983,5,Arghakhanchi,27.9,83.2,29.31,40.74
1983-06-30,1983,6,Arghakhanchi,27.9,83.2,31.08,90.84
1983-07-31,1983,7,Arghakhanchi,27.9,83.2,29.34,160.8
1983-08-31,1983,8,Arghakhanchi,27.9,83.2,27.29,131.82
1983-09-30,1983,9,Arghakhanchi,27.9,83.2,25.57,144.03
1983-10-31,1983,10,Arghakhanchi,27.9,83.2,22.46,120.55
1983-11-30,1983,11,Arghakhanchi,27.9,83.2,18.26,0.0
1983-12-31,1983,12,Arghakhanchi,27.9,83.2,14.41,12.16
1984-01-31,1984,1,Arghakhanchi,27.9,83.2,13.15,5.24
1984-02-29,1984,2,Arghakhanchi,27.9,83.2,15.5,25.26
1984-03-31,1984,3,Arghakhanchi,27.9,83.2,22.83,2.07
1984-04-30,1984,4,Arghakhanchi,27.9,83.2,28.0,3.09
1984-05-31,1984,5,Arghakhanchi,27.9,83.2,30.66,16.02
1984-06-30,1984,6,Arghakhanchi,27.9,83.2,28.99,172.16
1984-07-31,1984,7,Arghakhanchi,27.9,83.2,26.25,286.21
1984-08-31,1984,8,Arghakhanchi,27.9,83.2,26.45,210.33
1984-09-30,1984,9,Arghakhanchi,27.9,83.2,23.4,249.44
1984-10-31,1984,10,Arghakhanchi,27.9,83.2,22.35,25.6
1984-11-30,1984,11,Arghakhanchi,27.9,83.2,17.62,2.0
1984-12-31,1984,12,Arghakhanchi,27.9,83.2,14.71,5.17
1985-01-31,1985,1,Arghakhanchi,27.9,83.2,13.62,36.35
1985-02-28,1985,2,Arghakhanchi,27.9,83.2,15.74,0.21
1985-03-31,1985,3,Arghakhanchi,27.9,83.2,23.38,0.03
1985-04-30,1985,4,Arghakhanchi,27.9,83.2,28.05,3.71
1985-05-31,1985,5,Arghakhanchi,27.9,83.2,30.09,29.24
1985-06-30,1985,6,Arghakhanchi,27.9,83.2,31.65,54.03
1985-07-31,1985,7,Arghakhanchi,27.9,83.2,26.83,260.77
1985-08-31,1985,8,Arghakhanchi,27.9,83.2,26.53,161.11
1985-09-30,1985,9,Arghakhanchi,27.9,83.2,24.05,248.93
1985-10-31,1985,10,Arghakhanchi,27.9,83.2,20.91,102.29
1985-11-30,1985,11,Arghakhanchi,27.9,83.2,16.95,0.0
1985-12-31,1985,12,Arghakhanchi,27.9,83.2,14.67,8.3
1986-01-31,1986,1,Arghakhanchi,27.9,83.2,13.69,1.37
1986-02-28,1986,2,Arghakhanchi,27.9,83.2,16.12,14.91
1986-03-31,1986,3,Arghakhanchi,27.9,83.2,21.62,3.03
1986-04-30,1986,4,Arghakhanchi,27.9,83.2,27.02,7.99
1986-05-31,1986,5,Arghakhanchi,27.9,83.2,28.65,19.8
1986-06-30,1986,6,Arghakhanchi,27.9,83.2,30.93,125.14
1986-07-31,1986,7,Arghakhanchi,27.9,83.2,26.01,287.25
1986-08-31,1986,8,Arghakhanchi,27.9,83.2,26.26,104.18
1986-09-30,1986,9,Arghakhanchi,27.9,83.2,25.02,87.84
1986-10-31,1986,10,Arghakhanchi,27.9,83.2,22.14,24.82
1986-11-30,1986,11,Arghakhanchi,27.9,83.2,18.68,0.39
1986-12-31,1986,12,Arghakhanchi,27.9,83.2,14.84,31.66
1987-01-31,1987,1,Arghakhanchi,27.9,83.2,14.14,17.9
1987-02-28,1987,2,Arghakhanchi,27.9,83.2,17.67,3.44
1987-03-31,1987,3,Arghakhanchi,27.9,83.2,21.95,3.61
1987-04-30,1987,4,Arghakhanchi,27.9,83.2,27.17,2.49
1987-05-31,1987,5,Arghakhanchi,27.9,83.2,28.68,30.93
1987-06-30,1987,6,Arghakhanchi,27.9,83.2,32.71,12.24
1987-07-31,1987,7,Arghakhanchi,27.9,83.2,28.23,291.64
1987-08-31,1987,8,Arghakhanchi,27.9,83.2,26.13,212.63
1987-09-30,1987,9,Arghakhanchi,27.9,83.2,24.58,204.87
1987-10-31,1987,10,Arghakhanchi,27.9,83.2,21.43,109.14
1987-11-30,1987,11,Arghakhanchi,27.9,83.2,18.2,0.0
1987-12-31,1987,12,Arghakhanchi,27.9,83.2,15.15,7.05
1988-01-31,1988,1,Arghakhanchi,27.9,83.2,14.4,21.03
1988-02-29,1988,2,Arghakhanchi,27.9,83.2,17.63,4.58
1988-03-31,1988,3,Arghakhanchi,27.9,83.2,21.47,24.67
1988-04-30,1988,4,Arghakhanchi,27.9,83.2,28.06,17.13
1988-05-31,1988,5,Arghakhanchi,27.9,83.2,30.53,23.76
1988-06-30,1988,6,Arghakhanchi,27.9,83.2,30.15,87.63
1988-07-31,1988,7,Arghakhanchi,27.9,83.2,26.31,487.28
1988-08-31,1988,8,Arghakhanchi,27.9,83.2,25.35,396.1
1988-09-30,1988,9,Arghakhanchi,27.9,83.2,24.77,84.39
1988-10-31,1988,10,Arghakhanchi,27.9,83.2,22.61,13.66
1988-11-30,1988,11,Arghakhanchi,27.9,83.2,19.08,0.0
1988-12-31,1988,12,Arghakhanchi,27.9,83.2,15.82,15.76
1989-01-31,1989,1,Arghakhanchi,27.9,83.2,12.49,28.43
1989-02-28,1989,2,Arghakhanchi,27.9,83.2,15.7,11.99
1989-03-31,1989,3,Arghakhanchi,27.9,83.2,21.38,6.43
1989-04-30,1989,4,Arghakhanchi,27.9,83.2,27.0,2.65
1989-05-31,1989,5,Arghakhanchi,27.9,83.2,30.25,28.91
1989-06-30,1989,6,Arghakhanchi,27.9,83.2,29.65,174.79
1989-07-31,1989,7,Arghakhanchi,27.9,83.2,26.67,276.25
1989-08-31,1989,8,Arghakhanchi,27.9,83.2,25.68,205.25
1989-09-30,1989,9,Arghakhanchi,27.9,83.2,25.44,90.51
1989-10-31,1989,10,Arghakhanchi,27.9,83.2,23.6,6.57
1989-11-30,1989,11,Arghakhanchi,27.9,83.2,18.29,1.79
1989-12-31,1989,12,Arghakhanchi,27.9,83.2,14.81,9.78
1990-01-31,1990,1,Arghakhanchi,27.9,83.2,15.98,0.06
1990-02-28,1990,2,Arghakhanchi,27.9,83.2,16.32,36.37
1990-03-31,1990,3,Arghakhanchi,27.9,83.2,20.43,3.76
1990-04-30,1990,4,Arghakhanchi,27.9,83.2,26.87,6.44
1990-05-31,1990,5,Arghakhanchi,27.9,83.2,30.71,25.63
1990-06-30,1990,6,Arghakhanchi,27.9,83.2,30.74,170.18
1990-07-31,1990,7,Arghakhanchi,27.9,83.2,25.98,590.08
1990-08-31,1990,8,Arghakhanchi,27.9,83.2,25.13,165.03
1990-09-30,1990,9,Arghakhanchi,27.9,83.2,24.3,151.89
1990-10-31,1990,10,Arghakhanchi,27.9,83.2,21.77,10.77
1990-11-30,1990,11,Arghakhanchi,27.9,83.2,19.52,0.02
1990-12-31,1990,12,Arghakhanchi,27.9,83.2,15.44,3.01
1991-01-31,1991,1,Arghakhanchi,27.9,83.2,13.64,6.14
1991-02-28,1991,2,Arghakhanchi,27.9,83.2,18.51,0.72
1991-03-31,1991,3,Arghakhanchi,27.9,83.2,22.73,8.65
1991-04-30,1991,4,Arghakhanchi,27.9,83.2,27.19,0.53
1991-05-31,1991,5,Arghakhanchi,27.9,83.2,31.58,25.56
1991-06-30,1991,6,Arghakhanchi,27.9,83.2,30.35,37.08
1991-07-31,1991,7,Arghakhanchi,27.9,83.2,28.83,165.76
1991-08-31,1991,8,Arghakhanchi,27.9,83.2,26.41,214.05
1991-09-30,1991,9,Arghakhanchi,27.9,83.2,24.63,192.08
1991-10-31,1991,10,Arghakhanchi,27.9,83.2,22.6,1.45
1991-11-30,1991,11,Arghakhanchi,27.9,83.2,17.71,2.03
1991-12-31,1991,12,Arghakhanchi,27.9,83.2,14.75,34.19
1992-01-31,1992,1,Arghakhanchi,27.9,83.2,13.95,1.3
1992-02-29,1992,2,Arghakhanchi,27.9,83.2,15.14,2.49
1992-03-31,1992,3,Arghakhanchi,27.9,83.2,23.0,0.69
1992-04-30,1992,4,Arghakhanchi,27.9,83.2,28.04,0.07
1992-05-31,1992,5,Arghakhanchi,27.9,83.2,29.12,18.79
1992-06-30,1992,6,Arghakhanchi,27.9,83.2,30.64,114.2
1992-07-31,1992,7,Arghakhanchi,27.9,83.2,27.71,191.76
1992-08-31,1992,8,Arghakhanchi,27.9,83.2,26.04,210.4
1992-09-30,1992,9,Arghakhanchi,27.9,83.2,25.19,129.01
1992-10-31,1992,10,Arghakhanchi,27.9,83.2,22.43,85.16
1992-11-30,1992,11,Arghakhanchi,27.9,83.2,18.69,2.35
1992-12-31,1992,12,Arghakhanchi,27.9,83.2,14.91,0.13
1993-01-31,1993,1,Arghakhanchi,27.9,83.2,13.51,4.89
1993-02-28,1993,2,Arghakhanchi,27.9,83.2,17.92,3.37
1993-03-31,1993,3,Arghakhanchi,27.9,83.2,19.88,34.58
1993-04-30,1993,4,Arghakhanchi,27.9,83.2,25.96,11.29
1993-05-31,1993,5,Arghakhanchi,27.9,83.2,30.01,24.98
1993-06-30,1993,6,Arghakhanchi,27.9,83.2,30.25,144.28
1993-07-31,1993,7,Arghakhanchi,27.9,83.2,28.48,171.67
1993-08-31,1993,8,Arghakhanchi,27.9,83.2,27.28,139.84
1993-09-30,1993,9,Arghakhanchi,27.9,83.2,24.06,151.66
1993-10-31,1993,10,Arghakhanchi,27.9,83.2,22.91,1.48
1993-11-30,1993,11,Arghakhanchi,27.9,83.2,19.09,0.38
1993-12-31,1993,12,Arghakhanchi,27.9,83.2,15.47,0.0
1994-01-31,1994,1,Arghakhanchi,27.9,83.2,15.58,22.35
1994-02-28,1994,2,Arghakhanchi,27.9,83.2,15.94,9.05
1994-03-31,1994,3,Arghakhanchi,27.9,83.2,23.27,1.9
1994-04-30,1994,4,Arghakhanchi,27.9,83.2,26.76,3.34
1994-05-31,1994,5,Arghakhanchi,27.9,83.2,30.84,6.15
1994-06-30,1994,6,Arghakhanchi,27.9,83.2,30.99,113.07
1994-07-31,1994,7,Arghakhanchi,27.9,83.2,28.06,240.29
1994-08-31,1994,8,Arghakhanchi,27.9,83.2,26.87,125.37
1994-09-30,1994,9,Arghakhanchi,27.9,83.2,24.96,157.56
1994-10-31,1994,10,Arghakhanchi,27.9,83.2,22.43,5.57
1994-11-30,1994,11,Arghakhanchi,27.9,83.2,19.13,0.12
1994-12-31,1994,12,Arghakhanchi,27.9,83.2,15.28,0.0
1995-01-31,1995,1,Arghakhanchi,27.9,83.2,13.24,14.24
1995-02-28,1995,2,Arghakhanchi,27.9,83.2,16.58,13.89
1995-03-31,1995,3,Arghakhanchi,27.9,83.2,21.95,3.67
1995-04-30,1995,4,Arghakhanchi,27.9,83.2,27.42,2.9
1995-05-31,1995,5,Arghakhanchi,27.9,83.2,31.67,6.62
1995-06-30,1995,6,Arghakhanchi,27.9,83.2,30.79,148.82
1995-07-31,1995,7,Arghakhanchi,27.9,83.2,27.36,198.24
1995-08-31,1995,8,Arghakhanchi,27.9,83.2,25.8,237.24
1995-09-30,1995,9,Arghakhanchi,27.9,83.2,25.09,78.81
1995-10-31,1995,10,Arghakhanchi,27.9,83.2,23.68,3.29
1995-11-30,1995,11,Arghakhanchi,27.9,83.2,18.92,38.77
1995-12-31,1995,12,Arghakhanchi,27.9,83.2,15.05,4.78
1996-01-31,1996,1,Arghakhanchi,27.9,83.2,13.64,47.85
1996-02-29,1996,2,Arghakhanchi,27.9,83.2,16.44,29.94
1996-03-31,1996,3,Arghakhanchi,27.9,83.2,22.78,1.41
1996-04-30,1996,4,Arghakhanchi,27.9,83.2,26.55,32.59
1996-05-31,1996,5,Arghakhanchi,27.9,83.2,31.05,15.66
1996-06-30,1996,6,Arghakhanchi,27.9,83.2,29.79,107.67
1996-07-31,1996,7,Arghakhanchi,27.9,83.2,27.64,166.33
1996-08-31,1996,8,Arghakhanchi,27.9,83.2,25.83,267.12
1996-09-30,1996,9,Arghakhanchi,27.9,83.2,25.1,45.4
1996-10-31,1996,10,Arghakhanchi,27.9,83.2,22.28,60.83
1996-11-30,1996,11,Arghakhanchi,27.9,83.2,18.61,0.0
1996-12-31,1996,12,Arghakhanchi,27.9,83.2,14.86,0.0
1997-01-31,1997,1,Arghakhanchi,27.9,83.2,13.27,5.29
1997-02-28,1997,2,Arghakhanchi,27.9,83.2,15.67,0.03
1997-03-31,1997,3,Arghakhanchi,27.9,83.2,21.94,1.91
1997-04-30,1997,4,Arghakhanchi,27.9,83.2,24.9,27.42
1997-05-31,1997,5,Arghakhanchi,27.9,83.2,29.65,11.08
1997-06-30,1997,6,Arghakhanchi,27.9,83.2,31.04,40.91
1997-07-31,1997,7,Arghakhanchi,27.9,83.2,28.34,124.14
1997-08-31,1997,8,Arghakhanchi,27.9,83.2,27.3,116.01
1997-09-30,1997,9,Arghakhanchi,27.9,83.2,25.85,61.39
1997-10-31,1997,10,Arghakhanchi,27.9,83.2,22.61,11.66
1997-11-30,1997,11,Arghakhanchi,27.9,83.2,19.32,4.05
1997-12-31,1997,12,Arghakhanchi,27.9,83.2,14.12,27.69
1998-01-31,1998,1,Arghakhanchi,27.9,83.2,13.1,3.37
1998-02-28,1998,2,Arghakhanchi,27.9,83.2,16.38,4.58
1998-03-31,1998,3,Arghakhanchi,27.9,83.2,19.76,19.59
1998-04-30,1998,4,Arghakhanchi,27.9,83.2,26.65,16.95
1998-05-31,1998,5,Arghakhanchi,27.9,83.2,30.86,16.01
1998-06-30,1998,6,Arghakhanchi,27.9,83.2,31.72,53.97
1998-07-31,1998,7,Arghakhanchi,27.9,83.2,27.15,320.18
1998-08-31,1998,8,Arghakhanchi,27.9,83.2,25.56,327.0
1998-09-30,1998,9,Arghakhanchi,27.9,83.2,24.96,89.72
1998-10-31,1998,10,Arghakhanchi,27.9,83.2,23.77,58.01
1998-11-30,1998,11,Arghakhanchi,27.9,83.2,19.97,1.74
1998-12-31,1998,12,Arghakhanchi,27.9,83.2,15.45,0.0
1999-01-31,1999,1,Arghakhanchi,27.9,83.2,14.02,13.32
1999-02-28,1999,2,Arghakhanchi,27.9,83.2,19.1,1.55
1999-03-31,1999,3,Arghakhanchi,27.9,83.2,23.1,0.09
1999-04-30,1999,4,Arghakhanchi,27.9,83.2,28.33,4.41
1999-05-31,1999,5,Arghakhanchi,27.9,83.2,29.89,47.87
1999-06-30,1999,6,Arghakhanchi,27.9,83.2,30.38,69.86
1999-07-31,1999,7,Arghakhanchi,27.9,83.2,28.74,102.91
1999-08-31,1999,8,Arghakhanchi,27.9,83.2,27.0,155.62
1999-09-30,1999,9,Arghakhanchi,27.9,83.2,25.64,46.7
1999-10-31,1999,10,Arghakhanchi,27.9,83.2,23.11,64.71
1999-11-30,1999,11,Arghakhanchi,27.9,83.2,19.02,0.0
1999-12-31,1999,12,Arghakhanchi,27.9,83.2,15.47,0.81
2000-01-31,2000,1,Arghakhanchi,27.9,83.2,14.89,3.47
2000-02-29,2000,2,Arghakhanchi,27.9,83.2,15.29,5.02
2000-03-31,2000,3,Arghakhanchi,27.9,83.2,21.36,1.3
2000-04-30,2000,4,Arghakhanchi,27.9,83.2,28.14,1.1
2000-05-31,2000,5,Arghakhanchi,27.9,83.2,30.24,65.49
2000-06-30,2000,6,Arghakhanchi,27.9,83.2,28.29,159.28
2000-07-31,2000,7,Arghakhanchi,27.9,83.2,26.86,220.04
2000-08-31,2000,8,Arghakhanchi,27.9,83.2,26.6,294.4
2000-09-30,2000,9,Arghakhanchi,27.9,83.2,24.14,148.9
2000-10-31,2000,10,Arghakhanchi,27.9,83.2,23.15,0.5
2000-11-30,2000,11,Arghakhanchi,27.9,83.2,18.84,3.9
2000-12-31,2000,12,Arghakhanchi,27.9,83.2,14.8,0.18
2001-01-31,2001,1,Arghakhanchi,27.9,83.2,13.62,0.11
2001-02-28,2001,2,Arghakhanchi,27.9,83.2,17.6,0.39
2001-03-31,2001,3,Arghakhanchi,27.9,83.2,22.09,5.75
2001-04-30,2001,4,Arghakhanchi,27.9,83.2,27.31,9.77
2001-05-31,2001,5,Arghakhanchi,27.9,83.2,29.65,55.24
2001-06-30,2001,6,Arghakhanchi,27.9,83.2,29.09,114.89
2001-07-31,2001,7,Arghakhanchi,27.9,83.2,28.27,162.3
2001-08-31,2001,8,Arghakhanchi,27.9,83.2,27.26,203.49
2001-09-30,2001,9,Arghakhanchi,27.9,83.2,24.76,187.56
2001-10-31,2001,10,Arghakhanchi,27.9,83.2,22.81,44.5
2001-11-30,2001,11,Arghakhanchi,27.9,83.2,18.94,1.84
2001-12-31,2001,12,Arghakhanchi,27.9,83.2,14.64,0.0
2002-01-31,2002,1,Arghakhanchi,27.9,83.2,13.8,15.52
2002-02-28,2002,2,Arghakhanchi,27.9,83.2,17.09,17.97
2002-03-31,2002,3,Arghakhanchi,27.9,83.2,22.61,4.48
2002-04-30,2002,4,Arghakhanchi,27.9,83.2,27.82,0.44
2002-05-31,2002,5,Arghakhanchi,27.9,83.2,29.83,35.33
2002-06-30,2002,6,Arghakhanchi,27.9,83.2,30.28,70.39
2002-07-31,2002,7,Arghakhanchi,27.9,83.2,30.21,125.96
2002-08-31,2002,8,Arghakhanchi,27.9,83.2,28.01,40.8
2002-09-30,2002,9,Arghakhanchi,27.9,83.2,26.16,102.33
2002-10-31,2002,10,Arghakhanchi,27.9,83.2,23.7,10.51
2002-11-30,2002,11,Arghakhanchi,27.9,83.2,19.68,1.06
2002-12-31,2002,12,Arghakhanchi,27.9,83.2,15.42,20.52
2003-01-31,2003,1,Arghakhanchi,27.9,83.2,13.44,9.45
2003-02-28,2003,2,Arghakhanchi,27.9,83.2,16.37,24.36
2003-03-31,2003,3,Arghakhanchi,27.9,83.2,21.25,0.58
2003-04-30,2003,4,Arghakhanchi,27.9,83.2,28.02,13.39
2003-05-31,2003,5,Arghakhanchi,27.9,83.2,29.48,5.46
2003-06-30,2003,6,Arghakhanchi,27.9,83.2,30.46,85.95
2003-07-31,2003,7,Arghakhanchi,27.9,83.2,27.49,190.1
2003-08-31,2003,8,Arghakhanchi,27.9,83.2,27.28,132.84
2003-09-30,2003,9,Arghakhanchi,27.9,83.2,25.73,106.05
2003-10-31,2003,10,Arghakhanchi,27.9,83.2,23.45,16.27
2003-11-30,2003,11,Arghakhanchi,27.9,83.2,18.64,0.0
2003-12-31,2003,12,Arghakhanchi,27.9,83.2,14.96,3.86
2004-01-31,2004,1,Arghakhanchi,27.9,83.2,13.75,36.13
2004-02-29,2004,2,Arghakhanchi,27.9,83.2,16.64,0.01
2004-03-31,2004,3,Arghakhanchi,27.9,83.2,24.07,2.97
2004-04-30,2004,4,Arghakhanchi,27.9,83.2,27.8,34.39
2004-05-31,2004,5,Arghakhanchi,27.9,83.2,29.49,58.77
2004-06-30,2004,6,Arghakhanchi,27.9,83.2,27.73,312.31
2004-07-31,2004,7,Arghakhanchi,27.9,83.2,25.39,409.61
2004-08-31,2004,8,Arghakhanchi,27.9,83.2,25.92,143.53
2004-09-30,2004,9,Arghakhanchi,27.9,83.2,24.8,160.03
2004-10-31,2004,10,Arghakhanchi,27.9,83.2,21.5,49.62
2004-11-30,2004,11,Arghakhanchi,27.9,83.2,17.91,5.66
2004-12-31,2004,12,Arghakhanchi,27.9,83.2,14.92,0.08
2005-01-31,2005,1,Arghakhanchi,27.9,83.2,13.66,39.41
2005-02-28,2005,2,Arghakhanchi,27.9,83.2,17.21,7.72
2005-03-31,2005,3,Arghakhanchi,27.9,83.2,22.61,16.77
2005-04-30,2005,4,Arghakhanchi,27.9,83.2,26.59,13.83
2005-05-31,2005,5,Arghakhanchi,27.9,83.2,28.75,25.5
2005-06-30,2005,6,Arghakhanchi,27.9,83.2,31.44,110.97
2005-07-31,2005,7,Arghakhanchi,27.9,83.2,26.08,555.03
2005-08-31,2005,8,Arghakhanchi,27.9,83.2,25.71,286.61
2005-09-30,2005,9,Arghakhanchi,27.9,83.2,24.62,91.7
2005-10-31,2005,10,Arghakhanchi,27.9,83.2,21.89,212.3
2005-11-30,2005,11,Arghakhanchi,27.9,83.2,16.92,0.0
2005-12-31,2005,12,Arghakhanchi,27.9,83.2,14.84,1.5
2006-01-31,2006,1,Arghakhanchi,27.9,83.2,14.44,0.0
2006-02-28,2006,2,Arghakhanchi,27.9,83.2,18.92,0.0
2006-03-31,2006,3,Arghakhanchi,27.9,83.2,21.09,41.93
2006-04-30,2006,4,Arghakhanchi,27.9,83.2,25.95,13.74
2006-05-31,2006,5,Arghakhanchi,27.9,83.2,28.68,147.13
2006-06-30,2006,6,Arghakhanchi,27.9,83.2,26.94,299.8
2006-07-31,2006,7,Arghakhanchi,27.9,83.2,26.36,367.7
2006-08-31,2006,8,Arghakhanchi,27.9,83.2,25.97,217.86
2006-09-30,2006,9,Arghakhanchi,27.9,83.2,24.58,160.95
2006-10-31,2006,10,Arghakhanchi,27.9,83.2,22.48,41.18
2006-11-30,2006,11,Arghakhanchi,27.9,83.2,18.38,1.37
2006-12-31,2006,12,Arghakhanchi,27.9,83.2,14.97,10.72
2007-01-31,2007,1,Arghakhanchi,27.9,83.2,13.65,0.0
2007-02-28,2007,2,Arghakhanchi,27.9,83.2,15.15,119.78
2007-03-31,2007,3,Arghakhanchi,27.9,83.2,20.03,40.66
2007-04-30,2007,4,Arghakhanchi,27.9,83.2,26.91,34.0
2007-05-31,2007,5,Arghakhanchi,27.9,83.2,29.05,59.37
2007-06-30,2007,6,Arghakhanchi,27.9,83.2,29.78,105.67
2007-07-31,2007,7,Arghakhanchi,27.9,83.2,27.1,519.06
2007-08-31,2007,8,Arghakhanchi,27.9,83.2,25.24,396.46
2007-09-30,2007,9,Arghakhanchi,27.9,83.2,24.09,293.33
2007-10-31,2007,10,Arghakhanchi,27.9,83.2,21.74,42.3
2007-11-30,2007,11,Arghakhanchi,27.9,83.2,17.76,0.58
2007-12-31,2007,12,Arghakhanchi,27.9,83.2,13.94,0.28
2008-01-31,2008,1,Arghakhanchi,27.9,83.2,13.7,3.31
2008-02-29,2008,2,Arghakhanchi,27.9,83.2,14.96,2.67
2008-03-31,2008,3,Arghakhanchi,27.9,83.2,21.91,3.24
2008-04-30,2008,4,Arghakhanchi,27.9,83.2,26.7,26.11
2008-05-31,2008,5,Arghakhanchi,27.9,83.2,29.09,78.46
2008-06-30,2008,6,Arghakhanchi,27.9,83.2,26.7,549.71
2008-07-31,2008,7,Arghakhanchi,27.9,83.2,25.37,588.03
2008-08-31,2008,8,Arghakhanchi,27.9,83.2,25.04,466.73
2008-09-30,2008,9,Arghakhanchi,27.9,83.2,24.07,203.06
2008-10-31,2008,10,Arghakhanchi,27.9,83.2,21.79,42.6
2008-11-30,2008,11,Arghakhanchi,27.9,83.2,18.27,0.85
2008-12-31,2008,12,Arghakhanchi,27.9,83.2,15.54,4.1
2009-01-31,2009,1,Arghakhanchi,27.9,83.2,15.21,0.04
2009-02-28,2009,2,Arghakhanchi,27.9,83.2,17.83,3.87
2009-03-31,2009,3,Arghakhanchi,27.9,83.2,22.11,9.4
2009-04-30,2009,4,Arghakhanchi,27.9,83.2,27.78,0.47
2009-05-31,2009,5,Arghakhanchi,27.9,83.2,28.21,125.39
2009-06-30,2009,6,Arghakhanchi,27.9,83.2,30.12,111.87
2009-07-31,2009,7,Arghakhanchi,27.9,83.2,27.72,350.38
2009-08-31,2009,8,Arghakhanchi,27.9,83.2,25.61,365.66
2009-09-30,2009,9,Arghakhanchi,27.9,83.2,24.78,124.14
2009-10-31,2009,10,Arghakhanchi,27.9,83.2,21.6,100.11
2009-11-30,2009,11,Arghakhanchi,27.9,83.2,18.3,3.25
2009-12-31,2009,12,Arghakhanchi,27.9,83.2,14.55,5.79
2010-01-31,2010,1,Arghakhanchi,27.9,83.2,14.28,1.44
2010-02-28,2010,2,Arghakhanchi,27.9,83.2,16.57,15.31
2010-03-31,2010,3,Arghakhanchi,27.9,83.2,23.9,0.06
2010-04-30,2010,4,Arghakhanchi,27.9,83.2,29.33,0.43
2010-05-31,2010,5,Arghakhanchi,27.9,83.2,30.5,33.04
2010-06-30,2010,6,Arghakhanchi,27.9,83.2,31.08,118.13
2010-07-31,2010,7,Arghakhanchi,27.9,83.2,27.23,360.63
2010-08-31,2010,8,Arghakhanchi,27.9,83.2,25.66,390.63
2010-09-30,2010,9,Arghakhanchi,27.9,83.2,24.03,362.58
2010-10-31,2010,10,Arghakhanchi,27.9,83.2,21.99,32.88
2010-11-30,2010,11,Arghakhanchi,27.9,83.2,18.58,15.36
2010-12-31,2010,12,Arghakhanchi,27.9,83.2,14.39,6.17
2011-01-31,2011,1,Arghakhanchi,27.9,83.2,12.24,5.22
2011-02-28,2011,2,Arghakhanchi,27.9,83.2,16.36,17.88
2011-03-31,2011,3,Arghakhanchi,27.9,83.2,21.68,9.61
2011-04-30,2011,4,Arghakhanchi,27.9,83.2,25.76,14.43
2011-05-31,2011,5,Arghakhanchi,27.9,83.2,28.86,120.17
2011-06-30,2011,6,Arghakhanchi,27.9,83.2,29.01,242.3
2011-07-31,2011,7,Arghakhanchi,27.9,83.2,25.63,443.7
2011-08-31,2011,8,Arghakhanchi,27.9,83.2,25.1,402.96
2011-09-30,2011,9,Arghakhanchi,27.9,83.2,24.46,161.58
2011-10-31,2011,10,Arghakhanchi,27.9,83.2,22.32,6.2
2011-11-30,2011,11,Arghakhanchi,27.9,83.2,17.96,0.0
2011-12-31,2011,12,Arghakhanchi,27.9,83.2,14.35,1.87
2012-01-31,2012,1,Arghakhanchi,27.9,83.2,12.78,36.46
2012-02-29,2012,2,Arghakhanchi,27.9,83.2,16.4,10.93
2012-03-31,2012,3,Arghakhanchi,27.9,83.2,20.72,17.71
2012-04-30,2012,4,Arghakhanchi,27.9,83.2,26.91,14.04
2012-05-31,2012,5,Arghakhanchi,27.9,83.2,30.94,7.53
