date,district,latitude,longitude,precip,pressure,humidity_2m,rh_2m,temp_2m,wetbulbtemp_2m,maxtemp_2m,mintemp_2m,temprange_2m,earthskintemp,windspeed_10m,maxwindspeed_10m,minwindspeed_10m,windspeedrange_10m,windspeed_50m,maxwindspeed_50m,minwindspeed_50m,windspeedrange_50m,year,month,day,season,heat_stress_index,drought_index,is_monsoon,is_winter,temp_2m_lag1,precip_lag1,wetbulb_diff,avg_windspeed,max_avg_windspeed,temp_2m_scaled,precip_scaled,humidity_2m_scaled,windspeed_10m_scaled,windspeed_50m_scaled,earthskintemp_scaled,heat_stress_index_scaled,drought_index_scaled
1995-09-14,Dhading,27.7,85.2,0.12,83.87,13.91,78.07,20.3,15.99,24.93,16.41,8.52,21.1,1.88,4.1,0.29,3.8,1.95,3.38,0.49,2.89,1995,9,14,Autumn,21.691000000000003,1.626247736496372,1,0,22.89,0.25,4.3100000000000005,1.915,3.7399999999999998,0.6316776007497656,0.005429864253393665,0.6658304064224787,0.14788732394366194,0.09733124018838304,0.6385869565217391,0.651293976791306,0.7110072169937581
1990-10-11,Dhading,27.7,85.2,0.0,84.33,11.11,76.24,17.18,11.97,21.91,13.78,8.13,16.97,1.55,3.57,0.15,3.41,1.59,2.98,0.31,2.67,1990,10,11,Autumn,18.291,1.5585754451733833,0,0,20.3,0.12,5.209999999999999,1.57,3.275,0.5585754451733833,0.0,0.5253386853988962,0.07042253521126762,0.04081632653061226,0.552257525083612,0.5730106833671026,0.6575820785939711
1993-06-23,Dhading,27.7,85.2,0.08,83.6,12.78,55.43,24.49,14.69,30.53,19.02,11.51,26.69,2.3,4.63,0.3,4.33,2.26,4.03,0.43,3.59,1993,6,23,Monsoon,25.767999999999997,1.7262301373580935,1,0,17.18,0.0,9.799999999999999,2.28,4.33,0.7298500468603559,0.0036199095022624436,0.609131961866533,0.2464788732394365,0.14599686028257455,0.7554347826086957,0.7451648554061521,0.7899401672331107
2000-05-02,Dhading,27.7,85.2,0.12,83.8,3.88,19.45,22.21,-2.51,29.7,15.72,13.98,22.62,2.86,5.84,1.09,4.74,2.94,5.08,1.75,3.33,2000,5,2,Spring,22.598000000000003,1.6709993766088367,0,0,24.49,0.08,24.72,2.9,5.46,0.6764292408622306,0.005429864253393665,0.1625689914701455,0.3779342723004695,0.25274725274725274,0.6703595317725752,0.6721771965371155,0.746337224591915
2016-07-28,Dhading,27.7,85.2,7.12,83.78,15.98,94.81,19.36,18.06,21.37,17.77,3.6,19.46,1.27,2.93,0.19,2.74,1.42,2.61,0.24,2.37,2016,7,28,Monsoon,20.958,1.287481287663216,1,0,22.21,0.12,1.3000000000000007,1.345,2.77,0.6096532333645734,0.3221719457013575,0.7696939287506273,0.004694835680751186,0.014128728414442682,0.6043060200668897,0.6344170197089702,0.4435617964192743
2015-05-12,Dhading,27.7,85.2,7.31,83.92,10.67,59.88,20.34,11.85,25.41,15.98,9.43,20.47,2.59,5.46,0.4,5.06,2.74,5.13,0.55,4.58,2015,5,12,Spring,21.407,1.301845577103309,0,0,19.36,7.12,8.49,2.665,5.295,0.6326148078725398,0.33076923076923076,0.5032614149523331,0.3145539906103286,0.22135007849293567,0.6254180602006689,0.6447550193405784,0.45490194962450314
1993-12-04,Dhankuta,27.0,87.3,0.0,82.26,2.86,28.06,11.36,-6.54,18.84,6.11,12.73,7.89,1.93,4.45,0.27,4.18,1.84,3.48,0.25,3.23,1993,12,4,Winter,11.645999999999999,1.4222118088097468,0,1,20.34,7.31,17.9,1.885,3.965,0.4222118088097469,0.0,0.11138986452584043,0.15962441314553988,0.08006279434850863,0.36245819397993306,0.4200128937189169,0.5499272910435656
1995-05-02,Dhankuta,27.0,87.3,1.61,81.86,5.44,28.83,20.91,1.65,28.94,12.4,16.55,21.26,3.09,6.38,0.73,5.65,3.34,6.34,1.28,5.06,1995,5,2,Spring,21.454,1.5731193306390394,0,0,11.36,0.0,19.26,3.215,6.359999999999999,0.6459700093720712,0.07285067873303168,0.24084295032614156,0.4319248826291079,0.3155416012558869,0.6419314381270903,0.6458371707496777,0.6690640171936971
1986-09-17,Dhankuta,27.0,87.3,0.94,82.01,13.69,86.92,17.96,15.08,21.87,15.18,6.68,18.57,2.18,4.59,0.21,4.38,2.22,3.97,0.24,3.73,1986,9,17,Autumn,19.329,1.5343170474158951,1,0,20.91,1.61,2.880000000000001,2.2,4.28,0.5768509840674789,0.042533936651583705,0.6547917711991973,0.21830985915492962,0.13971742543171115,0.5857023411371237,0.5969101123595506,0.6384308391100698
2006-05-17,Dhankuta,27.0,87.3,0.36,82.15,10.95,59.01,20.65,11.96,26.18,15.52,10.67,22.38,2.52,5.02,0.59,4.44,2.36,3.95,0.79,3.15,2006,5,17,Spring,21.744999999999997,1.6235885703138582,0,0,17.96,0.94,8.689999999999998,2.44,4.484999999999999,0.6398781630740393,0.016289592760180993,0.5173105870546915,0.2981220657276995,0.1616954474097331,0.6653428093645485,0.6525372996868668,0.708907889210533
1995-09-14,Dhankuta,27.0,87.3,0.0,81.94,13.93,80.79,19.38,15.55,23.88,16.03,7.85,20.8,2.28,4.77,0.28,4.49,2.18,4.03,0.31,3.72,1995,9,14,Autumn,20.773,1.6101218369259604,1,0,20.65,0.36,3.8299999999999983,2.23,4.4,0.6101218369259606,0.0,0.6668339187155043,0.24178403755868538,0.13343799058084774,0.6323160535117056,0.630157487566771,0.6982763281834713
1990-10-11,Dhankuta,27.0,87.3,0.02,82.35,10.91,79.71,15.84,11.13,21.0,12.27,8.73,16.01,1.88,4.68,0.37,4.32,1.81,3.97,0.44,3.53,1990,10,11,Autumn,16.931,1.5262740291848842,0,0,19.38,0.0,4.709999999999999,1.845,4.325,0.5271790065604498,0.0009049773755656109,0.5153035624686402,0.14788732394366194,0.07535321821036109,0.532190635451505,0.5416973659974214,0.632081130037964
1993-06-23,Dhankuta,27.0,87.3,3.02,81.72,14.25,70.42,21.94,15.95,26.96,17.6,9.36,23.8,2.21,4.51,0.26,4.25,2.0,3.53,0.4,3.13,1993,6,23,Monsoon,23.365000000000002,1.5334515090730978,1,0,15.84,0.02,5.990000000000002,2.105,4.02,0.6701030927835052,0.13665158371040723,0.6828901154039138,0.22535211267605637,0.10518053375196232,0.6950250836120402,0.6898369865536931,0.6377475239030589
2000-05-02,Dhankuta,27.0,87.3,0.56,81.93,7.37,45.26,18.52,5.24,25.18,13.06,12.13,19.49,2.58,5.4,1.07,4.32,2.6,4.32,1.53,2.8,2000,5,2,Spring,19.256999999999998,1.5646325172704796,0,0,21.94,3.02,13.28,2.59,4.86,0.5899718837863167,0.025339366515837104,0.33768188660311094,0.312206572769953,0.19937205651491366,0.604933110367893,0.5952523484988027,0.6623639458657672
2016-07-28,Dhankuta,27.0,87.3,6.58,81.87,15.58,93.02,18.89,17.26,22.17,16.33,5.84,19.49,2.35,5.57,0.53,5.04,2.37,5.2,0.7,4.5,2016,7,28,Monsoon,20.448,1.3009034931108914,1,0,18.52,0.56,1.629999999999999,2.3600000000000003,5.385,0.5986410496719774,0.29773755656108597,0.7496236828901155,0.2582159624413146,0.16326530612244897,0.604933110367893,0.6226745256953399,0.45415820404274176
2015-05-12,Dhankuta,27.0,87.3,5.82,81.95,12.05,73.66,18.56,13.19,23.66,14.16,9.5,19.51,2.69,6.19,0.04,6.15,2.79,5.91,0.16,5.75,2015,5,12,Spring,19.765,1.3275606746194981,0,0,18.89,6.58,5.369999999999999,2.74,6.050000000000001,0.5909090909090908,0.26334841628959277,0.572503763171099,0.3380281690140845,0.2291993720565149,0.6053511705685619,0.6069487935163014,0.4752032075974205
1993-12-04,Dhanusa,26.7,85.9,0.0,98.53,3.95,29.36,18.48,0.24,26.9,12.35,14.54,16.32,1.4,2.36,0.24,2.12,1.95,4.07,0.31,3.76,1993,12,4,Winter,18.875,1.5890346766635426,0,1,18.56,5.82,18.240000000000002,1.6749999999999998,3.215,0.5890346766635426,0.0,0.1660812844957351,0.035211267605633756,0.09733124018838304,0.5386705685618729,0.5864569902376129,0.6816286806241304
1995-05-02,Dhanusa,26.7,85.9,0.19,97.44,5.37,14.65,35.33,4.37,44.51,26.3,18.21,36.47,4.71,8.17,1.32,6.86,7.12,9.84,1.69,8.15,1995,5,2,Spring,35.867,1.9752358920642727,0,0,18.48,0.0,30.959999999999997,5.915,9.004999999999999,0.983833177132146,0.008597285067873304,0.23733065730055197,0.8122065727699531,0.9089481946624803,0.9598662207357859,0.977689261374102,0.9865223524590726
1986-09-17,Dhanusa,26.7,85.9,2.63,97.89,17.22,77.71,26.44,22.21,31.19,22.52,8.67,26.58,2.2,3.44,1.18,2.27,3.13,4.16,2.11,2.05,1986,9,17,Autumn,28.162000000000003,1.656534369208717,1,0,35.33,0.19,4.23,2.665,3.8,0.7755388940955952,0.11900452488687782,0.8319116909182138,0.22300469483568075,0.28257456828885397,0.7531354515050167,0.8002855037760177,0.7349175577356989
2006-05-17,Dhanusa,26.7,85.9,0.03,97.86,13.12,41.42,32.69,17.83,38.76,25.98,12.79,34.83,2.29,3.05,1.02,2.03,3.08,5.02,1.56,3.45,2006,5,17,Spring,34.001999999999995,1.9206200409657046,0,0,26.44,2.63,14.86,2.685,4.035,0.9219775070290532,0.0013574660633484162,0.6261916708479678,0.244131455399061,0.27472527472527475,0.9255852842809364,0.9347485724811198,0.943404861581799
1995-09-14,Dhanusa,26.7,85.9,0.22,97.72,17.92,71.6,28.49,22.83,33.07,24.46,8.61,28.95,1.38,2.58,0.3,2.28,1.81,3.07,0.33,2.74,1995,9,14,Autumn,30.282,1.8136160080065475,1,0,32.69,0.03,5.66,1.595,2.825,0.8235707591377692,0.009954751131221719,0.8670346211741096,0.03051643192488257,0.07535321821036109,0.802675585284281,0.8490974396758151,0.8589285543899318
1990-10-11,Dhanusa,26.7,85.9,0.01,98.39,14.53,69.7,25.52,19.56,30.68,21.16,9.51,25.66,1.47,2.87,0.55,2.32,2.1,3.94,0.85,3.08,1990,10,11,Autumn,26.973,1.7535306415840073,0,0,28.49,0.22,5.960000000000001,1.7850000000000001,3.4050000000000002,0.7539831302717899,0.00045248868778280545,0.6969392875062719,0.05164319248826288,0.12087912087912087,0.7339046822742474,0.7729093755756125,0.8114930537711483
1993-06-23,Dhanusa,26.7,85.9,0.62,97.25,15.34,44.07,34.24,20.2,40.84,27.66,13.18,37.18,3.53,5.05,2.7,2.35,4.47,6.7,2.84,3.86,1993,6,23,Monsoon,35.774,1.9302399843940172,1,0,25.52,0.01,14.040000000000003,4.0,5.875,0.9582942830365511,0.028054298642533934,0.7375815353738084,0.5352112676056338,0.49293563579277855,0.9747073578595318,0.9755479830539695,0.9509995033326265
2000-05-02,Dhanusa,26.7,85.9,0.64,97.6,7.55,26.55,30.8,8.69,39.1,22.55,16.54,31.75,4.36,6.85,1.72,5.13,6.02,7.93,2.49,5.44,2000,5,2,Spring,31.555,1.848735194459876,0,0,34.24,0.62,22.11,5.1899999999999995,7.39,0.8776944704779757,0.02895927601809955,0.34671349724034123,0.7300469483568076,0.7362637362637362,0.8612040133779264,0.8784076257137594,0.8866540438048237
2016-07-28,Dhanusa,26.7,85.9,6.88,97.61,20.3,88.78,26.9,24.88,29.62,24.73,4.89,26.96,2.59,3.54,1.05,2.49,3.71,5.09,1.77,3.32,2016,7,28,Monsoon,28.93,1.4750045588129275,1,0,30.8,0.64,2.0199999999999996,3.15,4.3149999999999995,0.7863167760074976,0.31131221719457014,0.9864525840441547,0.3145539906103286,0.37362637362637363,0.7610785953177258,0.8179683182906612,0.5916055011393887
2015-05-12,Dhanusa,26.7,85.9,7.16,97.74,14.22,51.1,30.38,19.02,36.43,24.99,11.44,31.09,3.06,5.38,1.16,4.21,4.24,6.18,1.6,4.58,2015,5,12,Spring,31.802,1.5438718952363586,0,0,26.9,6.88,11.36,3.6500000000000004,5.779999999999999,0.867853795688847,0.3239819004524887,0.6813848469643753,0.42488262910798125,0.45682888540031397,0.8474080267558528,0.8840946767360471,0.6459740899327852
1993-12-04,Dolkha,27.6,86.2,0.0,70.83,1.87,23.82,5.31,-13.18,12.46,1.55,10.91,0.81,1.7,4.52,0.37,4.14,1.58,3.8,0.5,3.29,1993,12,4,Winter,5.497,1.2804592314901593,0,1,30.38,7.16,18.49,1.6400000000000001,4.16,0.2804592314901593,0.0,0.06171600602107377,0.10563380281690138,0.0392464678178964,0.2144648829431438,0.2784352551114386,0.43801810467243973
1995-05-02,Dolkha,27.6,86.2,0.2,70.75,3.61,29.59,11.79,-5.4,19.53,4.64,14.89,12.78,3.69,7.87,0.86,7.02,3.81,7.64,1.03,6.61,1995,5,2,Spring,12.151,1.4232370116239128,0,0,5.31,0.0,17.189999999999998,3.75,7.755,0.4322867853795688,0.00904977375565611,0.14902157551430006,0.5727699530516431,0.3893249607535322,0.4646739130434782,0.4316402652422177,0.5507366563120365
1986-09-17,Dolkha,27.6,86.2,0.18,70.79,9.72,81.23,11.45,7.21,16.88,7.11,9.78,12.14,2.41,5.36,0.37,4.99,2.24,4.22,0.55,3.67,1986,9,17,Autumn,12.421999999999999,1.4161757284558982,1,0,11.79,0.2,4.239999999999999,2.325,4.79,0.4243205248359887,0.008144796380090497,0.4555945810336177,0.2723004694835681,0.14285714285714288,0.4512959866220736,0.43787990421808803,0.5451619960906068
2006-05-17,Dolkha,27.6,86.2,0.2,70.92,9.06,67.66,13.2,6.66,18.97,8.46,10.5,15.64,2.6,5.31,0.31,5.01,2.21,4.11,0.41,3.69,2006,5,17,Spring,14.106,1.456273562701701,0,0,11.45,0.18,6.539999999999999,2.4050000000000002,4.71,0.465323336457357,0.00904977375565611,0.42247867536377326,0.31690140845070425,0.13814756671899528,0.5244565217391304,0.47665315896113464,0.5768179708216706
1995-09-14,Dolkha,27.6,86.2,0.01,70.74,10.77,85.17,12.26,9.11,17.01,8.51,8.5,13.67,2.34,5.21,0.51,4.7,2.18,4.18,0.68,3.5,1995,9,14,Autumn,13.337,1.4428464803843821,1,0,13.2,0.2,3.1500000000000004,2.26,4.695,0.4432989690721649,0.00045248868778280545,0.5082789764174611,0.2558685446009389,0.13343799058084774,0.48327759197324416,0.45894731994842514,0.5662177130635239
1990-10-11,Dolkha,27.6,86.2,0.0,71.01,6.3,66.44,8.06,-0.21,14.15,3.74,10.41,7.14,1.92,4.79,0.2,4.59,1.78,3.94,0.23,3.71,1990,10,11,Autumn,8.690000000000001,1.344892221180881,0,0,12.26,0.01,8.270000000000001,1.85,4.365,0.3448922211808809,0.0,0.28399397892624184,0.1572769953051643,0.07064364207221349,0.3467809364548495,0.35195247743599195,0.48888591665931524
1993-06-23,Dolkha,27.6,86.2,0.14,70.59,11.03,72.95,14.98,9.62,20.63,9.69,10.94,17.59,2.67,5.09,0.2,4.88,2.26,3.74,0.23,3.51,1993,6,23,Monsoon,16.083000000000002,1.5006942117918467,1,0,8.06,0.0,5.360000000000001,2.465,4.415,0.507029053420806,0.006334841628959276,0.5213246362267938,0.33333333333333326,0.14599686028257455,0.5652173913043479,0.5221725916375024,0.6118866714531096
2000-05-02,Dolkha,27.6,86.2,0.02,70.67,3.56,30.75,10.97,-6.17,17.93,6.31,11.62,11.75,2.43,5.52,0.2,5.32,2.24,4.36,0.62,3.73,2000,5,2,Spring,11.326,1.4121690619871337,0,0,14.98,0.14,17.14,2.335,4.9399999999999995,0.41307403936269915,0.0009049773755656109,0.1465127947817361,0.27699530516431925,0.14285714285714288,0.4431438127090301,0.41264505433781545,0.5419988593557522
2016-07-28,Dolkha,27.6,86.2,7.83,70.68,12.45,96.07,12.62,11.32,15.76,10.08,5.68,13.47,2.6,5.49,1.05,4.44,2.55,4.85,0.88,3.97,2016,7,28,Monsoon,13.864999999999998,1.0974351906431954,1,0,10.97,0.02,1.299999999999999,2.575,5.17,0.45173383317713206,0.35429864253393667,0.5925740090316107,0.31690140845070425,0.19152276295133433,0.4790969899665552,0.47110425492724256,0.29352640028979793
2015-05-12,Dolkha,27.6,86.2,3.45,70.74,8.41,73.25,10.84,5.51,16.27,5.76,10.52,12.14,2.85,5.71,0.53,5.18,2.76,4.69,0.71,3.98,2015,5,12,Spring,11.681,1.2539195189286154,0,0,12.62,7.83,5.33,2.8049999999999997,5.2,0.4100281162136832,0.15610859728506787,0.38986452584044157,0.3755868544600939,0.2244897959183673,0.4512959866220736,0.4208187511512249,0.41706583914438633
1993-12-04,Dolpa,29.0,82.9,0.0,62.13,0.96,17.17,-1.29,-19.87,7.01,-7.34,14.35,-5.27,1.94,5.84,0.38,5.46,1.93,5.58,0.29,5.29,1993,12,4,Winter,-1.194,1.1258200562324274,0,1,10.84,3.45,18.580000000000002,1.935,5.71,0.12582005623242737,0.0,0.01605619668840943,0.16197183098591544,0.09419152276295131,0.08737458193979933,0.12437833855221958,0.31593535590393895
1995-05-02,Dolpa,29.0,82.9,0.0,62.19,3.17,40.3,3.5,-8.42,10.41,-1.43,11.84,5.09,3.68,8.23,0.4,7.83,3.76,8.0,0.39,7.61,1995,5,2,Spring,3.817,1.2380506091846297,0,0,-1.29,0.0,11.92,3.7199999999999998,8.115,0.23805060918462978,0.0,0.12694430506773707,0.5704225352112676,0.38147566718995285,0.3039297658862876,0.23975409836065575,0.4045378356919872
1986-09-17,Dolpa,29.0,82.9,0.0,62.24,4.74,56.05,4.52,-4.3,13.16,-2.78,15.94,4.66,2.4,4.99,0.41,4.57,2.27,4.09,0.38,3.71,1986,9,17,Autumn,4.994,1.2619493908153703,1,0,3.5,0.0,8.82,2.335,4.54,0.26194939081537016,0.0,0.2057200200702459,0.2699530516431925,0.14756671899529042,0.29494147157190637,0.2668539325842697,0.4234051695925739
2006-05-17,Dolpa,29.0,82.9,2.41,62.4,6.34,65.09,6.57,0.06,14.36,-0.32,14.67,8.07,2.58,5.91,0.33,5.58,2.34,4.75,0.31,4.44,2006,5,17,Spring,7.204000000000001,1.2009314821018884,0,0,4.52,0.0,6.510000000000001,2.46,5.33,0.3099812558575445,0.10904977375565611,0.286001003512293,0.312206572769953,0.15855572998430137,0.36622073578595316,0.31773807331000187,0.37523345626422777
1995-09-14,Dolpa,29.0,82.9,0.08,62.22,7.56,73.78,7.26,2.53,13.72,2.46,11.26,9.36,2.34,5.86,0.15,5.71,2.28,5.14,0.22,4.92,1995,9,14,Autumn,8.016,1.3225281692231359,1,0,6.57,2.41,4.73,2.3099999999999996,5.5,0.3261480787253983,0.0036199095022624436,0.347215253386854,0.2558685446009389,0.14913657770800623,0.39318561872909696,0.33643396573954687,0.4712302034026151
1990-10-11,Dolpa,29.0,82.9,0.0,62.33,4.35,60.64,2.22,-5.55,9.48,-3.84,13.32,2.72,2.22,5.44,0.21,5.23,2.15,4.82,0.29,4.53,1990,10,11,Autumn,2.6550000000000002,1.2080599812558575,0,0,7.26,0.08,7.77,2.185,5.130000000000001,0.20805998125585753,0.0,0.18615153035624685,0.227699530516432,0.12872841444270014,0.2543896321070234,0.21299963160803095,0.38086118138536884
1993-06-23,Dolpa,29.0,82.9,1.22,62.18,7.67,59.72,10.58,2.22,18.41,3.77,14.64,13.52,2.97,6.56,0.21,6.35,2.56,5.29,0.23,5.05,1993,6,23,Monsoon,11.347,1.348732650006149,1,0,2.22,0.0,8.36,2.765,5.925,0.40393626991565135,0.05520361990950226,0.35273457099849476,0.403755868544601,0.19309262166405025,0.4801421404682274,0.4131285687972002,0.49191781402075085
2000-05-02,Dolpa,29.0,82.9,0.0,62.2,1.53,18.1,4.5,-16.02,13.58,-3.46,17.04,6.66,2.57,5.36,0.84,4.52,2.63,4.81,1.08,3.73,2000,5,2,Spring,4.6530000000000005,1.261480787253983,0,0,10.58,1.22,20.52,2.5999999999999996,5.085,0.2614807872539831,0.0,0.044656297039638734,0.3098591549295774,0.2040816326530612,0.33674749163879597,0.2590025787437834,0.42303522186903286
2016-07-28,Dolpa,29.0,82.9,6.94,62.16,10.16,87.8,9.01,6.9,13.22,5.89,7.33,10.49,2.96,6.2,0.2,6.0,2.98,5.69,0.23,5.46,2016,7,28,Monsoon,10.026,1.0531237410254997,1,0,4.5,0.0,2.1099999999999994,2.9699999999999998,5.945,0.3671508903467666,0.31402714932126696,0.4776718514801807,0.4014084507042254,0.2590266875981162,0.4168060200668896,0.38271320685209065,0.25854390919574544
2015-05-12,Dolpa,29.0,82.9,1.84,62.25,6.42,76.67,4.36,0.43,10.51,-1.03,11.54,5.94,2.22,5.03,0.39,4.64,2.05,4.18,0.48,3.7,2015,5,12,Spring,5.002000000000001,1.1749426437722374,0,0,9.01,6.94,3.93,2.135,4.605,0.25820056232427363,0.0832579185520362,0.2900150526843954,0.227699530516432,0.11302982731554159,0.3216973244147157,0.2670381285687972,0.3547160885577848
1993-12-04,Doti,29.2,80.9,0.0,83.83,1.6,15.08,12.26,-12.12,21.43,6.28,15.14,8.6,2.04,4.32,0.2,4.12,2.22,3.96,0.25,3.72,1993,12,4,Winter,12.42,1.443298969072165,0,1,4.36,1.84,24.38,2.13,4.140000000000001,0.4432989690721649,0.0,0.048168590065228306,0.18544600938967137,0.13971742543171115,0.3772993311036789,0.43783385522195617,0.5665749386029068
1995-05-02,Doti,29.2,80.9,0.0,83.49,4.42,21.36,22.8,-0.5,30.76,15.2,15.57,23.08,3.38,6.86,1.16,5.7,3.98,7.48,1.4,6.07,1995,5,2,Spring,23.242,1.690253045923149,0,0,12.26,0.0,23.3,3.6799999999999997,7.17,0.6902530459231491,0.0,0.18966382338183643,0.5,0.4160125588697017,0.6799749163879598,0.6870049732915822,0.7615373889089673
1986-09-17,Doti,29.2,80.9,0.0,83.6,10.03,59.72,19.34,10.99,25.33,14.2,11.13,18.48,2.08,4.23,0.34,3.9,2.29,4.0,0.44,3.56,1986,9,17,Autumn,20.343,1.6091846298031864,1,0,22.8,0.0,8.35,2.185,4.115,0.6091846298031864,0.0,0.47114902157551425,0.1948356807511737,0.15070643642072215,0.5838210702341138,0.6202569533984159,0.6975364327363894
2006-05-17,Doti,29.2,80.9,3.52,83.71,11.32,56.54,22.17,12.95,27.63,16.68,10.96,23.12,2.06,5.11,0.39,4.72,2.16,4.61,0.55,4.06,2006,5,17,Spring,23.302000000000003,1.516216015639909,0,0,19.34,0.0,9.220000000000002,2.1100000000000003,4.86,0.6754920337394563,0.1592760180995475,0.535875564475665,0.19014084507042256,0.130298273155416,0.6808110367892977,0.6883864431755389,0.6241406457546322
1995-09-14,Doti,29.2,80.9,0.5,83.47,13.76,75.44,20.58,15.77,26.12,16.53,9.59,21.39,1.93,4.4,0.27,4.13,2.07,4.05,0.24,3.82,1995,9,14,Autumn,21.956,1.615613616220044,1,0,22.17,3.52,4.809999999999999,2.0,4.225,0.6382380506091845,0.02262443438914027,0.6583040642247868,0.15962441314553988,0.11616954474097327,0.6446488294314381,0.6573954687787806,0.7026119146267787
1990-10-11,Doti,29.2,80.9,0.0,83.92,9.7,65.18,17.48,10.6,23.2,13.67,9.53,17.38,1.86,4.12,0.12,4.0,2.0,3.8,0.16,3.64,1990,10,11,Autumn,18.45,1.5656044985941893,0,0,20.58,0.5,6.880000000000001,1.9300000000000002,3.96,0.5656044985941893,0.0,0.4545910687405921,0.1431924882629108,0.10518053375196232,0.5608277591973243,0.5766715785595874,0.6631312944470847
1993-06-23,Doti,29.2,80.9,1.95,83.22,13.12,55.35,24.84,15.09,30.52,19.74,10.79,26.38,2.21,4.2,0.61,3.58,2.33,3.72,0.86,2.85,1993,6,23,Monsoon,26.152,1.6498153150669825,1,0,17.48,0.0,9.75,2.27,3.96,0.7380506091846297,0.08823529411764705,0.6261916708479678,0.22535211267605637,0.15698587127158556,0.7489548494983277,0.754006262663474,0.7296130765304661
2000-05-02,Doti,29.2,80.9,0.0,83.36,2.15,9.93,23.51,-8.96,32.88,13.04,19.83,23.42,3.05,5.79,0.84,4.94,3.34,5.43,1.08,4.36,2000,5,2,Spring,23.725,1.7068884723523898,0,0,24.84,1.95,32.47,3.195,5.609999999999999,0.7068884723523898,0.0,0.07576517812343202,0.4225352112676056,0.3155416012558869,0.6870819397993311,0.6981258058574324,0.7746705330946696
2016-07-28,Doti,29.2,80.9,6.94,83.3,16.08,91.02,20.01,18.3,22.55,17.9,4.64,20.27,1.92,3.56,0.7,2.85,2.39,3.62,1.1,2.52,2016,7,28,Monsoon,21.618000000000002,1.3108556997883862,1,0,23.51,0.0,1.7100000000000009,2.1550000000000002,3.59,0.6248828491096532,0.31402714932126696,0.774711490215755,0.1572769953051643,0.1664050235478807,0.6212374581939799,0.6496131884324923,0.46201515714324703
2015-05-12,Doti,29.2,80.9,1.34,83.58,8.99,45.75,21.94,9.48,28.4,15.76,12.63,22.24,2.3,4.41,0.48,3.93,2.53,4.2,0.67,3.53,2015,5,12,Spring,22.839000000000002,1.6094696086206093,0,0,20.01,6.94,12.46,2.415,4.305,0.6701030927835052,0.06063348416289593,0.4189663823381837,0.2464788732394365,0.18838304552590265,0.6624163879598661,0.6777261005710076,0.6977614145193937
1993-12-04,Gorkha,28.0,84.6,0.0,74.03,1.78,21.96,6.46,-13.02,14.3,1.2,13.1,2.63,1.96,4.56,0.54,4.02,1.75,3.56,0.42,3.14,1993,12,4,Winter,6.638,1.3074039362699157,0,1,21.94,1.34,19.48,1.855,4.06,0.3074039362699156,0.0,0.05720020070245861,0.16666666666666663,0.06593406593406595,0.2525083612040134,0.3047062074046786,0.4592900987760423
1995-05-02,Gorkha,28.0,84.6,0.0,73.86,3.37,23.23,15.13,-5.67,23.05,7.65,15.39,16.37,3.64,8.01,0.21,7.8,3.71,7.67,0.47,7.2,1995,5,2,Spring,15.467,1.510543580131209,0,0,6.46,0.0,20.8,3.675,7.84,0.510543580131209,0.0,0.13697942799799298,0.5610328638497653,0.37362637362637363,0.5397157190635451,0.507989500828882,0.6196624369310276
1986-09-17,Gorkha,28.0,84.6,0.05,73.95,9.71,73.47,13.64,7.9,19.71,9.04,10.66,14.52,2.32,5.43,0.13,5.3,2.0,3.96,0.2,3.76,1986,9,17,Autumn,14.611,1.4733701713689584,1,0,15.13,0.0,5.74,2.16,4.695,0.4756326148078725,0.0022624434389140274,0.45509282488710495,0.25117370892018775,0.10518053375196232,0.5010451505016722,0.4882805304844355,0.5903152038303149
2006-05-17,Gorkha,28.0,84.6,0.27,74.08,9.55,63.68,15.62,8.15,21.29,10.68,10.62,17.9,2.56,5.18,0.12,5.07,2.13,3.96,0.13,3.82,2006,5,17,Spring,16.575,1.5098071728150564,0,0,13.64,0.05,7.469999999999999,2.3449999999999998,4.57,0.5220243673851921,0.012217194570135747,0.4470647265429002,0.3075117370892019,0.1255886970172684,0.5716973244147157,0.5335006446859458,0.6190810665944405
1995-09-14,Gorkha,28.0,84.6,0.2,73.89,11.6,83.87,14.3,10.92,18.82,10.82,8.01,15.65,2.16,4.79,0.16,4.63,1.97,3.61,0.33,3.27,1995,9,14,Autumn,15.46,1.4820467585779897,1,0,15.62,0.27,3.380000000000001,2.065,4.2,0.4910965323336457,0.00904977375565611,0.5499247365780231,0.21361502347417838,0.10047095761381472,0.524665551839465,0.5078283293424204,0.5971650956164208
1990-10-11,Gorkha,28.0,84.6,0.0,74.2,8.58,79.66,10.6,5.8,15.7,7.29,8.41,10.96,1.8,4.43,0.21,4.22,1.57,3.27,0.23,3.04,1990,10,11,Autumn,11.458,1.4044048734770382,0,0,14.3,0.2,4.8,1.685,3.8499999999999996,0.40440487347703835,0.0,0.3983943803311591,0.12910798122065725,0.03767660910518053,0.4266304347826087,0.41568428808251984,0.5358692775490109
