date,district,latitude,longitude,precip,pressure,humidity_2m,rh_2m,temp_2m,wetbulbtemp_2m,maxtemp_2m,mintemp_2m,temprange_2m,earthskintemp,windspeed_10m,maxwindspeed_10m,minwindspeed_10m,windspeedrange_10m,windspeed_50m,maxwindspeed_50m,minwindspeed_50m,windspeedrange_50m,year,month,day,season,heat_stress_index,drought_index,is_monsoon,is_winter,temp_2m_lag1,precip_lag1,wetbulb_diff,avg_windspeed,max_avg_windspeed,temp_2m_scaled,precip_scaled,humidity_2m_scaled,windspeed_10m_scaled,windspeed_50m_scaled,earthskintemp_scaled,heat_stress_index_scaled,drought_index_scaled
1995-05-02,Arghakhanchi,27.9,83.2,0.0,92.82,4.63,14.9,31.49,1.54,40.26,22.8,17.45,32.29,5.51,9.47,2.59,6.88,7.7,11.1,4.01,7.09,1995,5,2,Spring,31.953,1.8938612933458292,0,0,16.29,0.0,29.95,6.605,10.285,0.8938612933458292,0.0,0.20020070245860513,0.9999999999999999,1.0000000000000002,0.8724916387959866,0.8875713759440045,0.9222796747874934
1986-09-17,Arghakhanchi,27.9,83.2,0.03,93.13,12.93,59.2,25.4,16.7,31.99,20.26,11.73,25.5,2.19,3.79,0.14,3.64,3.04,4.28,0.36,3.92,1986,9,17,Autumn,26.692999999999998,1.7498140428401192,1,0,31.49,0.0,8.7,2.615,4.035,0.7511715089034676,0.0013574660633484162,0.6166583040642248,0.22065727699530513,0.2684458398744113,0.7305602006688963,0.7664625161171486,0.808558916351137
2006-05-17,Arghakhanchi,27.9,83.2,0.11,93.17,11.44,40.53,29.81,14.9,36.07,23.79,12.28,31.64,2.47,3.77,1.24,2.53,3.09,3.89,1.4,2.49,2006,5,17,Spring,30.953999999999997,1.8495212186237049,0,0,25.4,0.03,14.909999999999998,2.7800000000000002,3.83,0.8544985941893157,0.004977375565610859,0.5418966382338184,0.2863849765258216,0.2762951334379905,0.8589046822742475,0.8645699023761282,0.8872745850768445
1995-09-14,Arghakhanchi,27.9,83.2,0.26,93.02,16.45,74.28,25.58,20.58,30.09,22.15,7.94,26.04,1.78,3.33,0.24,3.09,2.37,3.69,0.22,3.47,1995,9,14,Autumn,27.224999999999998,1.743624235073598,1,0,29.81,0.11,5.0,2.075,3.51,0.7553889409559511,0.011764705882352941,0.7932764676367285,0.12441314553990612,0.16326530612244897,0.7418478260869565,0.7787115490882299,0.8036722584571973
1990-10-11,Arghakhanchi,27.9,83.2,0.0,93.61,12.52,66.88,22.91,16.31,27.95,18.8,9.16,22.33,1.71,3.22,0.44,2.77,2.21,3.52,0.66,2.85,1990,10,11,Autumn,24.162,1.692830365510778,0,0,25.58,0.26,6.600000000000001,1.96,3.37,0.6928303655107779,0.0,0.5960863020572003,0.107981220657277,0.13814756671899528,0.6642976588628762,0.7081875115122491,0.7635721013884423
1993-06-23,Arghakhanchi,27.9,83.2,0.72,92.58,13.34,41.46,31.98,17.11,37.93,25.89,12.04,33.97,2.41,3.76,0.49,3.27,2.86,4.62,0.57,4.05,1993,6,23,Monsoon,33.314,1.8727628950794504,1,0,22.91,0.0,14.870000000000001,2.635,4.1899999999999995,0.9053420805998125,0.032579185520361986,0.6372303060712494,0.2723004694835681,0.2401883830455259,0.9076086956521738,0.9189077178117517,0.9056231551786739
2000-05-02,Arghakhanchi,27.9,83.2,0.0,92.8,2.43,8.54,29.99,-6.35,38.6,21.76,16.84,30.55,2.89,4.56,1.15,3.41,3.62,5.04,1.62,3.42,2000,5,2,Spring,30.232999999999997,1.8587160262417992,0,0,31.98,0.72,36.339999999999996,3.255,4.8,0.8587160262417992,0.0,0.08981435022579028,0.38497652582159625,0.35949764521193095,0.8361204013377926,0.8479692392705838,0.894533595521925
2016-07-28,Arghakhanchi,27.9,83.2,22.1,92.89,19.28,93.57,24.31,23.11,26.44,22.63,3.81,24.47,2.26,3.42,1.18,2.24,3.19,4.7,2.19,2.51,2016,7,28,Monsoon,26.238,0.7256326148078724,1,0,29.99,0.0,1.1999999999999993,2.7249999999999996,4.0600000000000005,0.7256326148078724,1.0,0.9352734570998495,0.23708920187793425,0.29199372056514905,0.7090301003344481,0.7559863694971449,0.0
2015-05-12,Arghakhanchi,27.9,83.2,3.07,93.03,10.88,43.08,27.87,14.0,34.43,21.77,12.66,28.53,2.96,4.78,0.98,3.8,3.92,5.17,1.0,4.17,2015,5,12,Spring,28.958000000000002,1.670130021585449,0,0,24.31,22.1,13.870000000000001,3.44,4.975,0.8090440487347703,0.13891402714932125,0.5137982940291019,0.4014084507042254,0.4065934065934066,0.7938963210702341,0.8186130042365076,0.7456508962360248
1993-12-04,Baglung,28.3,83.6,0.0,79.56,2.08,21.55,10.03,-10.54,17.23,4.68,12.54,5.24,1.77,4.01,0.15,3.86,1.66,3.21,0.05,3.16,1993,12,4,Winter,10.238,1.391049671977507,0,1,27.87,3.07,20.57,1.7149999999999999,3.61,0.39104967197750695,0.0,0.07225288509784246,0.1220657276995305,0.05180533751962321,0.3070652173913043,0.3875944004420704,0.525325767428095
1995-05-02,Baglung,28.3,83.6,0.0,79.23,3.54,18.74,20.4,-4.22,28.66,12.85,15.81,21.29,4.01,8.24,1.3,6.94,4.61,8.48,1.49,6.99,1995,5,2,Spring,20.753999999999998,1.634020618556701,0,0,10.03,0.0,24.619999999999997,4.3100000000000005,8.36,0.634020618556701,0.0,0.1455092824887105,0.6478873239436619,0.5149136577708007,0.6425585284280937,0.6297200221035182,0.7171436620840578
1986-09-17,Baglung,28.3,83.6,0.02,79.39,10.02,65.06,17.12,9.64,22.89,12.94,9.95,16.93,2.15,5.05,0.17,4.88,1.98,4.06,0.25,3.81,1986,9,17,Autumn,18.122,1.5562646571136565,1,0,20.4,0.0,7.48,2.065,4.555,0.5571696344892221,0.0009049773755656109,0.47064726542900154,0.21126760563380276,0.10204081632653059,0.5514214046822743,0.5691195431939584,0.6557577843445824
2006-05-17,Baglung,28.3,83.6,0.62,79.52,9.94,55.17,19.65,9.98,25.75,14.76,10.99,21.1,2.53,5.29,0.45,4.85,2.29,4.31,0.44,3.88,2006,5,17,Spring,20.644,1.588393686362152,0,0,17.12,0.02,9.669999999999998,2.41,4.8,0.616447985004686,0.028054298642533934,0.46663321625689913,0.300469483568075,0.15070643642072215,0.6385869565217391,0.6271873273162645,0.681122639009531
1995-09-14,Baglung,28.3,83.6,0.43,79.31,13.14,83.76,17.37,14.08,21.46,14.32,7.14,18.0,1.86,4.03,0.28,3.75,1.85,3.3,0.41,2.89,1995,9,14,Autumn,18.684,1.5435701654318996,1,0,19.65,0.62,3.290000000000001,1.855,3.665,0.5630271790065604,0.019457013574660634,0.6271951831409937,0.1431924882629108,0.0816326530612245,0.5737876254180602,0.5820593111070179,0.645735883774143
1990-10-11,Baglung,28.3,83.6,0.0,79.7,10.22,79.33,14.39,9.94,18.69,11.68,7.02,14.36,1.78,4.07,0.24,3.82,1.71,3.4,0.32,3.08,1990,10,11,Autumn,15.412,1.4932052483598874,0,0,17.37,0.43,4.450000000000001,1.745,3.7350000000000003,0.4932052483598875,0.0,0.4806823883592574,0.12441314553990612,0.059654631083202486,0.49770066889632103,0.5067231534352552,0.6059743711600137
1993-06-23,Baglung,28.3,83.6,0.27,79.11,11.42,54.98,21.86,12.02,27.36,16.27,11.09,24.0,2.61,5.07,0.27,4.81,2.2,3.99,0.22,3.77,1993,6,23,Monsoon,23.002,1.656011483967821,1,0,14.39,0.0,9.84,2.4050000000000002,4.53,0.6682286785379568,0.012217194570135747,0.5408931259407928,0.31924882629107976,0.13657770800627947,0.6992056856187291,0.6814790937557562,0.734504756339205
2000-05-02,Baglung,28.3,83.6,0.0,79.26,2.43,13.72,19.37,-8.49,27.23,11.94,15.28,20.04,2.98,5.9,0.81,5.09,2.87,4.93,1.02,3.91,2000,5,2,Spring,19.613,1.609887535145267,0,0,21.86,0.27,27.86,2.925,5.415,0.6098875351452671,0.0,0.08981435022579028,0.4061032863849765,0.24175824175824176,0.6164297658862876,0.6034490698102781,0.6980913543217008
2016-07-28,Baglung,28.3,83.6,13.55,79.21,15.23,97.54,17.25,16.42,19.17,15.82,3.35,17.44,2.41,4.45,1.14,3.31,2.74,4.01,1.94,2.07,2016,7,28,Monsoon,18.773,0.9470933856925365,1,0,19.37,0.0,0.8299999999999983,2.575,4.23,0.5602155576382379,0.6131221719457014,0.7320622177621676,0.2723004694835681,0.22135007849293567,0.5620819397993311,0.5841084914348867,0.17483628976247512
2015-05-12,Baglung,28.3,83.6,2.17,79.37,9.12,58.68,17.27,8.7,23.1,12.05,11.05,17.17,2.74,5.37,0.61,4.75,2.88,4.8,0.78,4.02,2015,5,12,Spring,18.182,1.4624941159507563,0,0,17.25,13.55,8.57,2.81,5.085,0.560684161199625,0.09819004524886878,0.42548921224284997,0.3497652582159625,0.24332810047095757,0.556438127090301,0.5705010130779149,0.5817289013038064
1993-12-04,Baitadi,29.5,80.5,0.0,74.07,1.2,14.93,6.28,-16.14,14.86,0.56,14.31,2.8,2.03,4.85,0.24,4.61,1.97,4.17,0.27,3.9,1993,12,4,Winter,6.4,1.303186504217432,0,1,17.27,2.17,22.42,2.0,4.51,0.30318650421743204,0.0,0.028098344204716505,0.1830985915492957,0.10047095761381472,0.256061872909699,0.2992263768649843,0.45596056926417405
1995-05-02,Baitadi,29.5,80.5,0.0,73.96,4.0,29.84,13.91,-3.43,21.0,8.04,12.96,14.71,3.16,7.09,0.44,6.64,3.25,6.85,0.52,6.33,1995,5,2,Spring,14.31,1.481958762886598,0,0,6.28,0.0,17.34,3.205,6.97,0.4819587628865979,0.0,0.16859006522829906,0.4483568075117371,0.30141287284144425,0.5050167224080268,0.48135015656658686,0.5970956257950321
1986-09-17,Baitadi,29.5,80.5,0.0,74.01,7.8,61.17,13.12,5.13,19.83,7.64,12.19,13.07,2.33,5.13,0.23,4.9,2.16,4.15,0.3,3.85,1986,9,17,Autumn,13.899999999999999,1.4634489222118088,1,0,13.91,0.0,7.989999999999999,2.245,4.640000000000001,0.4634489222118087,0.0,0.3592574009031611,0.2535211267605634,0.130298273155416,0.4707357859531773,0.47191011235955055,0.582482690715166
2006-05-17,Baitadi,29.5,80.5,2.93,74.15,9.6,65.9,15.17,8.39,20.46,10.57,9.89,16.51,2.18,5.93,0.2,5.73,1.91,4.8,0.25,4.55,2006,5,17,Spring,16.13,1.378901601733621,0,0,13.12,0.0,6.779999999999999,2.045,5.365,0.511480787253983,0.132579185520362,0.44957350727546413,0.21830985915492962,0.09105180533751958,0.5426421404682275,0.5232547430466016,0.5157352493389068
1995-09-14,Baitadi,29.5,80.5,0.47,73.91,11.05,79.78,14.33,10.23,19.78,9.91,9.87,15.89,2.16,4.74,0.39,4.34,2.08,3.89,0.47,3.42,1995,9,14,Autumn,15.435,1.4705324693499344,1,0,15.17,2.93,4.1,2.12,4.315,0.4917994376757263,0.021266968325791853,0.5223281485198195,0.21361502347417838,0.11773940345368919,0.5296822742474916,0.5072527168907718,0.5880749276383926
1990-10-11,Baitadi,29.5,80.5,0.0,74.23,7.3,66.83,10.81,4.31,16.97,6.67,10.29,11.29,2.02,4.92,0.27,4.65,1.87,3.95,0.22,3.74,1990,10,11,Autumn,11.540000000000001,1.4093252108716026,0,0,14.33,0.47,6.500000000000001,1.945,4.4350000000000005,0.4093252108716026,0.0,0.33416959357752135,0.1807511737089202,0.08477237048665623,0.43352842809364545,0.4175722969239271,0.5397537286461905
1993-06-23,Baitadi,29.5,80.5,0.6,73.78,11.7,66.0,18.17,11.23,23.78,12.68,11.1,20.7,2.9,5.42,0.43,5.0,2.58,4.26,0.65,3.61,1993,6,23,Monsoon,19.340000000000003,1.5546220001950748,1,0,10.81,0.0,6.940000000000001,2.74,4.84,0.581771321462043,0.027149321266968323,0.5549422980431511,0.38732394366197176,0.19623233908948193,0.6302257525083612,0.597163381838276,0.6544609585462696
2000-05-02,Baitadi,29.5,80.5,0.0,73.91,1.99,13.42,15.46,-11.42,24.87,5.77,19.1,15.95,3.05,6.28,0.64,5.64,2.94,5.49,0.81,4.68,2000,5,2,Spring,15.659,1.5182755388940956,0,0,18.17,0.6,26.880000000000003,2.995,5.885,0.5182755388940956,0.0,0.0677370797792273,0.4225352112676056,0.25274725274725274,0.5309364548494984,0.5124102044575429,0.6257665743694526
2016-07-28,Baitadi,29.5,80.5,4.93,73.8,13.03,90.19,14.95,12.94,17.81,12.25,5.56,15.56,2.02,4.35,0.07,4.28,1.96,3.68,0.07,3.61,2016,7,28,Monsoon,16.253,1.2832492250018022,1,0,15.46,0.0,2.01,1.99,4.015,0.5063261480787253,0.22307692307692306,0.6216758655293528,0.1807511737089202,0.09890109890109891,0.5227842809364549,0.5260867563087125,0.4402207165033679
2015-05-12,Baitadi,29.5,80.5,0.51,74.06,7.86,57.37,14.23,5.69,20.13,9.38,10.76,15.4,2.2,5.09,0.13,4.95,2.03,4.42,0.15,4.27,2015,5,12,Spring,15.016,1.466379496791868,0,0,14.95,4.93,8.54,2.115,4.755,0.48945641986879096,0.023076923076923078,0.36226793778223787,0.22300469483568075,0.10989010989010986,0.5194397993311037,0.49760545220114205,0.5847962868631565
1993-12-04,Bajang,29.6,81.2,0.0,68.1,0.97,15.34,1.74,-18.62,10.76,-4.68,15.44,-1.35,2.26,5.59,0.28,5.31,2.23,5.02,0.37,4.65,1993,12,4,Winter,1.837,1.196813495782568,0,1,14.23,0.51,20.36,2.245,5.305,0.19681349578256793,0.0,0.016557952834922222,0.23708920187793425,0.141287284144427,0.169314381270903,0.19416559219009027,0.37198243602038705
1995-05-02,Bajang,29.6,81.2,0.0,68.08,3.81,37.89,8.32,-5.15,15.16,2.9,12.26,9.69,3.47,7.86,0.59,7.26,3.54,7.64,0.74,6.9,1995,5,2,Spring,8.701,1.3509840674789129,0,0,1.74,0.0,13.47,3.505,7.75,0.3509840674789128,0.0,0.15905669844455597,0.5211267605633804,0.346938775510204,0.40008361204013376,0.3522057469147173,0.493695237065347
1986-09-17,Bajang,29.6,81.2,0.0,68.14,6.98,65.42,9.19,2.24,16.68,3.34,13.34,9.74,2.4,5.46,0.45,5.01,2.16,4.34,0.67,3.67,1986,9,17,Autumn,9.888,1.37136832239925,1,0,8.32,0.0,6.949999999999999,2.2800000000000002,4.9,0.3713683223992502,0.0,0.31811339688911194,0.2699530516431925,0.130298273155416,0.401128762541806,0.3795358261189906,0.5097879630393766
2006-05-17,Bajang,29.6,81.2,2.98,68.3,8.18,67.61,11.1,4.8,17.46,6.12,11.34,12.72,2.38,6.11,0.19,5.92,2.1,4.89,0.24,4.65,2006,5,17,Spring,11.918,1.281278333552439,0,0,9.19,0.0,6.3,2.24,5.5,0.416119962511715,0.134841628959276,0.3783241344706473,0.26525821596244126,0.12087912087912087,0.46341973244147155,0.4262755571928532,0.4386647599014165
1995-09-14,Bajang,29.6,81.2,0.13,68.07,8.98,74.86,10.91,5.95,17.21,5.66,11.55,13.03,2.36,5.68,0.14,5.54,2.17,4.7,0.02,4.68,1995,9,14,Autumn,11.808,1.4057858757373616,1,0,11.1,2.98,4.96,2.2649999999999997,5.1899999999999995,0.4116682286785379,0.0058823529411764705,0.4184646261916709,0.2605633802816901,0.13186813186813187,0.46989966555183943,0.42374286240559955,0.5369595352519169
1990-10-11,Bajang,29.6,81.2,0.0,68.28,6.47,70.39,7.04,1.23,13.68,2.94,10.74,8.15,2.05,5.65,0.06,5.58,1.84,4.66,0.21,4.45,1990,10,11,Autumn,7.687,1.3209934395501406,0,0,10.91,0.13,5.8100000000000005,1.9449999999999998,5.155,0.3209934395501406,0.0,0.29252383341695937,0.18779342723004688,0.08006279434850863,0.36789297658862874,0.3288589058758519,0.47001858275872876
1993-06-23,Bajang,29.6,81.2,0.63,68.01,9.66,63.25,14.57,7.02,21.29,8.41,12.88,17.68,3.13,6.37,0.29,6.08,2.65,5.03,0.42,4.62,1993,6,23,Monsoon,15.536,1.4689158930820543,1,0,7.04,0.0,7.550000000000001,2.8899999999999997,5.7,0.4974226804123711,0.02850678733031674,0.45258404415454095,0.44131455399061026,0.20722135007849293,0.5670986622073578,0.509578191195432,0.5867986916907565
2000-05-02,Bajang,29.6,81.2,0.0,68.09,1.7,15.0,10.12,-13.9,19.62,1.21,18.41,11.34,2.83,6.13,0.58,5.55,2.72,5.37,0.6,4.76,2000,5,2,Spring,10.29,1.3931583880037488,0,0,14.57,0.63,24.02,2.7750000000000004,5.75,0.3931583880037488,0.0,0.053186151530356246,0.37089201877934275,0.21821036106750394,0.43457357859531776,0.38879167434149936,0.526990532184029
2016-07-28,Bajang,29.6,81.2,4.82,67.99,11.35,88.59,11.86,9.63,15.78,8.62,7.16,12.99,2.4,5.21,0.3,4.91,2.3,4.42,0.41,4.01,2016,7,28,Monsoon,12.995,1.2158273503331114,1,0,10.12,0.0,2.2299999999999986,2.3499999999999996,4.8149999999999995,0.43392689784442356,0.21809954751131222,0.5373808329152032,0.2699530516431925,0.15227629513343796,0.4690635451505017,0.4510729416098729,0.38699327414950957
2015-05-12,Bajang,29.6,81.2,0.52,68.18,7.17,67.9,9.04,3.16,15.11,3.81,11.3,10.49,2.36,5.65,0.23,5.42,2.21,4.91,0.35,4.56,2015,5,12,Spring,9.757,1.3443243839241412,0,0,11.86,4.82,5.879999999999999,2.285,5.28,0.3678537956888472,0.023529411764705882,0.327646763672855,0.2605633802816901,0.13814756671899528,0.4168060200668896,0.3765196168723522,0.4884376270649068
1993-12-04,Banke,28.1,81.7,0.0,92.76,2.52,20.21,16.33,-6.16,24.31,11.44,12.87,12.93,1.92,3.49,0.43,3.06,2.29,3.26,0.44,2.83,1993,12,4,Winter,16.581999999999997,1.5386597938144329,0,1,9.04,0.52,22.49,2.105,3.375,0.5386597938144329,0.0,0.09433015554440544,0.1572769953051643,0.15070643642072215,0.467809364548495,0.5336618161724074,0.6418593003434822
1995-05-02,Banke,28.1,81.7,0.0,92.05,4.99,17.27,30.08,2.53,38.92,21.15,17.77,30.99,4.47,7.73,2.41,5.32,6.02,8.91,3.84,5.07,1995,5,2,Spring,30.578999999999997,1.8608247422680408,0,0,16.33,0.0,27.549999999999997,5.244999999999999,8.32,0.8608247422680411,0.0,0.21826392373306575,0.7558685446009389,0.7362637362637362,0.8453177257525083,0.8559357156013998,0.896198360277859
1986-09-17,Banke,28.1,81.7,0.0,92.27,12.34,58.96,24.55,15.87,30.12,19.95,10.17,23.74,2.42,4.08,1.31,2.77,3.11,4.42,1.85,2.56,1986,9,17,Autumn,25.784,1.7312558575445172,1,0,30.08,0.0,8.680000000000001,2.7649999999999997,4.25,0.7312558575445174,0.0,0.5870546914199699,0.27464788732394363,0.27943485086342224,0.6937709030100334,0.7455332473752072,0.7939078147187969
2006-05-17,Banke,28.1,81.7,1.19,92.31,11.76,44.06,28.7,15.19,34.97,22.0,12.97,30.4,2.52,3.92,1.28,2.64,3.18,4.04,1.88,2.16,2006,5,17,Spring,29.875999999999998,1.7746449426861797,0,0,24.55,0.0,13.51,2.85,3.98,0.8284910965323335,0.05384615384615384,0.5579528349222278,0.2981220657276995,0.2904238618524333,0.8329849498327759,0.8397494934610426,0.8281621281669659
1995-09-14,Banke,28.1,81.7,0.13,92.15,16.42,74.73,25.27,20.39,29.71,21.97,7.74,25.94,1.77,3.37,0.45,2.92,2.21,3.42,0.54,2.88,1995,9,14,Autumn,26.912,1.742243232813275,1,0,28.7,1.19,4.879999999999999,1.99,3.395,0.7481255857544515,0.0058823529411764705,0.7917711991971903,0.1220657276995305,0.13814756671899528,0.739757525083612,0.7715048811935901,0.8025820007542915
1990-10-11,Banke,28.1,81.7,0.0,92.72,11.97,64.56,22.62,15.51,27.17,18.82,8.35,21.81,1.54,2.93,0.35,2.59,1.87,2.98,0.36,2.62,1990,10,11,Autumn,23.817,1.6860356138706654,0,0,25.27,0.13,7.110000000000001,1.705,2.955,0.6860356138706654,0.0,0.5684897139989966,0.068075117370892,0.08477237048665623,0.6534280936454849,0.700244059679499,0.758207859397099
1993-06-23,Banke,28.1,81.7,4.6,91.69,13.26,40.96,31.94,16.84,37.28,26.55,10.73,33.38,2.16,3.54,0.76,2.78,2.47,3.6,1.12,2.48,1993,6,23,Monsoon,33.266,1.696260077096948,1,0,22.62,0.0,15.100000000000001,2.3150000000000004,3.5700000000000003,0.9044048734770385,0.20814479638009048,0.6332162568991471,0.21361502347417838,0.17896389324960757,0.8952759197324415,0.9178025419045865,0.76627975045101
2000-05-02,Banke,28.1,81.7,0.0,91.91,2.11,7.14,30.45,-7.84,39.12,21.74,17.38,30.36,2.59,4.43,0.34,4.09,3.08,4.98,0.45,4.53,2000,5,2,Spring,30.660999999999998,1.8694939081537019,0,0,31.94,4.6,38.29,2.835,4.705,0.8694939081537019,0.0,0.07375815353738083,0.3145539906103286,0.27472527472527475,0.8321488294314381,0.8578237244428071,0.9030423931633661
2016-07-28,Banke,28.1,81.7,16.48,91.96,18.89,90.86,24.28,22.61,26.96,22.3,4.66,24.56,2.81,4.11,1.44,2.67,3.92,4.89,2.93,1.96,2016,7,28,Monsoon,26.169,0.9792283519997285,1,0,30.45,0.0,1.6700000000000017,3.365,4.5,0.7249297094657918,0.7457013574660634,0.9157049673858506,0.3661971830985915,0.4065934065934066,0.7109113712374582,0.7543976791305951,0.20020583154790317
2015-05-12,Banke,28.1,81.7,4.95,92.17,10.18,39.57,28.06,12.87,34.28,22.2,12.07,28.48,2.4,3.79,0.92,2.87,3.0,4.9,1.0,3.89,2015,5,12,Spring,29.078,1.5895138821154586,0,0,24.28,16.48,15.19,2.7,4.345000000000001,0.8134957825679474,0.2239819004524887,0.47867536377320624,0.2699530516431925,0.2621664050235478,0.7928511705685619,0.8213759440044206,0.6820069982056697
1993-12-04,Bara,27.2,85.0,0.0,95.77,3.34,25.01,17.88,-2.36,25.99,12.16,13.84,15.0,1.58,2.42,0.52,1.9,2.02,3.4,0.67,2.73,1993,12,4,Winter,18.214,1.5749765698219305,0,1,28.06,4.95,20.24,1.8,2.91,0.5749765698219306,0.0,0.1354741595584546,0.07746478873239437,0.10832025117739405,0.5110785953177257,0.571237797016025,0.6705302489179029
1995-05-02,Bara,27.2,85.0,0.09,94.82,5.01,14.8,33.42,2.97,42.66,24.85,17.8,34.16,4.68,9.11,1.2,7.92,6.62,10.7,1.47,9.24,1995,5,2,Spring,33.921,1.9350091388296358,0,0,17.88,0.0,30.450000000000003,5.65,9.905,0.9390815370196812,0.004072398190045248,0.21926743602609133,0.8051643192488261,0.8304552590266875,0.9115802675585284,0.9328835881377786,0.9547646002547449
1986-09-17,Bara,27.2,85.0,3.06,95.2,15.69,72.35,25.62,20.2,30.88,21.39,9.5,25.79,1.86,3.26,0.28,2.98,2.36,3.48,0.46,3.01,1986,9,17,Autumn,27.189,1.617864609617187,1,0,33.42,0.09,5.420000000000002,2.11,3.37,0.7563261480787253,0.13846153846153847,0.7551430005017561,0.1431924882629108,0.1616954474097331,0.7366220735785953,0.777882667157856,0.7043890028770551
2006-05-17,Bara,27.2,85.0,0.06,95.2,12.94,43.45,31.12,17.17,36.88,25.06,11.82,32.97,2.02,3.03,0.85,2.17,2.56,3.34,1.26,2.08,2006,5,17,Spring,32.414,1.8824771953334718,0,0,25.62,3.06,13.95,2.29,3.1849999999999996,0.8851921274601686,0.0027149321266968325,0.6171600602107377,0.1807511737089202,0.19309262166405025,0.8867056856187291,0.8981856695524038,0.913292288665689
1995-09-14,Bara,27.2,85.0,0.15,95.05,16.73,71.09,26.96,21.23,31.72,22.84,8.89,27.38,1.72,2.99,0.56,2.42,2.24,3.3,0.64,2.66,1995,9,14,Autumn,28.633000000000003,1.7809352563749168,1,0,31.12,0.06,5.73,1.98,3.145,0.7877225866916588,0.006787330316742081,0.8073256397390869,0.11032863849765256,0.14285714285714288,0.7698578595317725,0.8111300423650765,0.8331281323147329
1990-10-11,Bara,27.2,85.0,0.0,95.68,14.06,71.08,24.18,18.53,29.26,20.12,9.14,24.16,1.54,2.81,0.5,2.31,2.02,3.54,0.75,2.79,1990,10,11,Autumn,25.586,1.7225866916588566,0,0,26.96,0.15,5.649999999999999,1.78,3.175,0.7225866916588566,0.0,0.6733567486201706,0.068075117370892,0.10832025117739405,0.7025501672240803,0.7409743967581506,0.7870637818332903
1993-06-23,Bara,27.2,85.0,0.38,94.61,14.5,44.08,32.76,18.83,39.37,26.24,13.13,35.38,2.74,3.7,1.88,1.82,3.6,5.6,1.72,3.88,1993,6,23,Monsoon,34.21,1.9064230493581613,1,0,24.18,0.0,13.93,3.17,4.65,0.9236176194939081,0.017194570135746608,0.6954340190667336,0.3497652582159625,0.3563579277864992,0.9370819397993312,0.9395376680788359,0.9321967847357894
2000-05-02,Bara,27.2,85.0,0.58,94.9,5.02,17.7,30.3,2.55,38.39,22.14,16.23,30.67,3.51,5.31,1.32,3.98,4.61,6.23,1.69,4.54,2000,5,2,Spring,30.802,1.8397350375518962,0,0,32.76,0.38,27.75,4.0600000000000005,5.77,0.865979381443299,0.026244343891402712,0.2197691921726041,0.5305164319248825,0.5149136577708007,0.8386287625418061,0.8610701786701049,0.8795487039525985
2016-07-28,Bara,27.2,85.0,9.35,94.94,19.62,91.68,25.32,23.81,27.16,23.67,3.49,25.12,1.9,2.88,0.33,2.55,2.7,4.08,0.55,3.53,2016,7,28,Monsoon,27.282,1.3262201715809963,1,0,30.3,0.58,1.5100000000000016,2.3,3.48,0.7492970946579194,0.4230769230769231,0.9523331660812846,0.15258215962441313,0.21507064364207226,0.7226170568561873,0.7800239454779887,0.47414492275206965
2015-05-12,Bara,27.2,85.0,9.12,95.08,13.09,50.95,28.52,17.24,34.39,23.42,10.98,28.91,2.72,4.72,0.76,3.96,3.62,5.27,0.98,4.29,2015,5,12,Spring,29.829,1.4116039812219316,0,0,25.32,9.35,11.280000000000001,3.17,4.994999999999999,0.8242736644798498,0.41266968325791853,0.6246864024084295,0.34507042253521125,0.35949764521193095,0.8018394648829431,0.8386673420519433,0.5415527459244235
1993-12-04,Bardiya,28.3,81.4,0.0,95.3,2.39,18.18,17.5,-6.44,26.2,11.78,14.42,14.82,1.98,3.22,0.34,2.86,2.45,3.64,0.38,3.26,1993,12,4,Winter,17.739,1.5660731021555763,0,1,28.52,9.12,23.94,2.215,3.43,0.5660731021555763,0.0,0.0878073256397391,0.17136150234741782,0.17582417582417584,0.5073160535117056,0.5603011604347026,0.6635012421706256
1995-05-02,Bardiya,28.3,81.4,0.0,94.51,5.3,17.05,31.84,3.74,40.55,23.0,17.55,32.56,3.94,7.04,2.11,4.93,5.34,8.26,3.04,5.22,1995,5,2,Spring,32.37,1.902061855670103,0,0,17.5,0.0,28.1,4.64,7.65,0.902061855670103,0.0,0.2338183642749624,0.6314553990610329,0.629513343799058,0.8781354515050167,0.8971725916375022,0.9287537599494594
1986-09-17,Bardiya,28.3,81.4,0.0,94.74,11.98,52.18,26.56,15.83,32.15,21.23,10.92,25.51,2.16,3.95,0.66,3.3,2.8,4.44,0.99,3.44,1986,9,17,Autumn,27.758,1.7783505154639174,1,0,31.84,0.0,10.729999999999999,2.48,4.195,0.7783505154639174,0.0,0.5689914701455094,0.21361502347417838,0.23076923076923075,0.7307692307692308,0.790983606557377,0.8310875609346587
2006-05-17,Bardiya,28.3,81.4,1.71,94.78,12.41,43.47,30.34,16.44,36.66,23.66,13.0,31.97,2.4,3.92,1.38,2.54,3.18,4.46,1.68,2.79,2006,5,17,Spring,31.581,1.7895410229552133,0,0,26.56,0.0,13.899999999999999,2.79,4.1899999999999995,0.866916588566073,0.07737556561085973,0.5905669844455594,0.2699530516431925,0.2904238618524333,0.8658026755852842,0.879006262663474,0.8399221134494076
