date,district,latitude,longitude,precip,pressure,humidity_2m,rh_2m,temp_2m,wetbulbtemp_2m,maxtemp_2m,mintemp_2m,temprange_2m,earthskintemp,windspeed_10m,maxwindspeed_10m,minwindspeed_10m,windspeedrange_10m,windspeed_50m,maxwindspeed_50m,minwindspeed_50m,windspeedrange_50m,year,month,day,season
2015-05-12,Palpa,27.9,83.5,2.78,92.54,11.42,46.91,27.14,14.65,33.79,20.76,13.03,27.77,2.87,4.95,0.78,4.17,3.73,5.28,0.78,4.5,2015,5,12,Spring
1993-12-04,Panchther,27.1,87.8,0.0,80.29,3.03,31.0,10.36,-6.44,17.59,5.75,11.84,6.54,1.83,4.06,0.33,3.73,1.76,3.15,0.33,2.82,1993,12,4,Winter
1995-05-02,Panchther,27.1,87.8,3.58,79.97,5.64,33.32,18.77,1.77,26.37,10.38,15.99,18.89,2.77,5.41,0.19,5.22,2.86,5.24,0.07,5.17,1995,5,2,Spring
1986-09-17,Panchther,27.1,87.8,1.77,80.08,13.58,89.69,16.96,14.61,20.82,14.37,6.45,17.6,2.1,4.36,0.1,4.26,2.18,3.76,0.14,3.62,1986,9,17,Autumn
2006-05-17,Panchther,27.1,87.8,0.46,80.22,10.62,62.06,18.96,11.07,24.54,13.97,10.58,20.35,2.4,4.8,0.45,4.35,2.22,3.79,0.79,3.0,2006,5,17,Spring
1995-09-14,Panchther,27.1,87.8,0.0,80.02,13.53,83.39,18.04,14.67,22.36,14.91,7.44,19.13,2.23,4.59,0.46,4.14,2.14,3.98,0.3,3.68,1995,9,14,Autumn
1990-10-11,Panchther,27.1,87.8,0.07,80.39,11.03,84.17,14.78,11.1,19.71,11.36,8.35,14.91,1.78,4.42,0.19,4.23,1.76,3.72,0.34,3.38,1990,10,11,Autumn
1993-06-23,Panchther,27.1,87.8,5.42,79.81,14.34,76.58,20.29,15.59,24.91,16.17,8.74,21.65,2.12,4.24,0.29,3.94,1.98,3.38,0.48,2.9,1993,6,23,Monsoon
2000-05-02,Panchther,27.1,87.8,1.6,80.01,8.04,54.82,16.48,6.04,22.96,11.58,11.38,17.23,2.36,4.9,0.85,4.05,2.38,3.91,1.11,2.8,2000,5,2,Spring
2016-07-28,Panchther,27.1,87.8,6.92,79.95,15.08,92.75,18.04,16.31,21.69,15.01,6.68,18.58,2.38,5.59,0.43,5.15,2.38,5.3,0.55,4.75,2016,7,28,Monsoon
2015-05-12,Panchther,27.1,87.8,5.13,80.01,12.06,78.41,17.21,12.8,22.19,13.29,8.9,18.18,2.65,5.95,0.1,5.85,2.85,5.83,0.13,5.69,2015,5,12,Spring
1993-12-04,Parbat,28.2,83.7,0.0,79.56,2.08,21.55,10.03,-10.54,17.23,4.68,12.54,5.24,1.77,4.01,0.15,3.86,1.66,3.21,0.05,3.16,1993,12,4,Winter
1995-05-02,Parbat,28.2,83.7,0.0,79.23,3.54,18.74,20.4,-4.22,28.66,12.85,15.81,21.29,4.01,8.24,1.3,6.94,4.61,8.48,1.49,6.99,1995,5,2,Spring
1986-09-17,Parbat,28.2,83.7,0.02,79.39,10.02,65.06,17.12,9.64,22.89,12.94,9.95,16.93,2.15,5.05,0.17,4.88,1.98,4.06,0.25,3.81,1986,9,17,Autumn
2006-05-17,Parbat,28.2,83.7,0.62,79.52,9.94,55.17,19.65,9.98,25.75,14.76,10.99,21.1,2.53,5.29,0.45,4.85,2.29,4.31,0.44,3.88,2006,5,17,Spring
1995-09-14,Parbat,28.2,83.7,0.43,79.31,13.14,83.76,17.37,14.08,21.46,14.32,7.14,18.0,1.86,4.03,0.28,3.75,1.85,3.3,0.41,2.89,1995,9,14,Autumn
1990-10-11,Parbat,28.2,83.7,0.0,79.7,10.22,79.33,14.39,9.94,18.69,11.68,7.02,14.36,1.78,4.07,0.24,3.82,1.71,3.4,0.32,3.08,1990,10,11,Autumn
1993-06-23,Parbat,28.2,83.7,0.27,79.11,11.42,54.98,21.86,12.02,27.36,16.27,11.09,24.0,2.61,5.07,0.27,4.81,2.2,3.99,0.22,3.77,1993,6,23,Monsoon
2000-05-02,Parbat,28.2,83.7,0.0,79.26,2.43,13.72,19.37,-8.49,27.23,11.94,15.28,20.04,2.98,5.9,0.81,5.09,2.87,4.93,1.02,3.91,2000,5,2,Spring
2016-07-28,Parbat,28.2,83.7,13.55,79.21,15.23,97.54,17.25,16.42,19.17,15.82,3.35,17.44,2.41,4.45,1.14,3.31,2.74,4.01,1.94,2.07,2016,7,28,Monsoon
2015-05-12,Parbat,28.2,83.7,2.17,79.37,9.12,58.68,17.27,8.7,23.1,12.05,11.05,17.17,2.74,5.37,0.61,4.75,2.88,4.8,0.78,4.02,2015,5,12,Spring
1993-12-04,Rasuwa,28.1,85.3,0.0,68.9,1.52,21.77,3.22,-15.46,11.57,-2.45,14.02,-0.61,1.99,5.24,0.18,5.06,1.84,4.47,0.15,4.32,1993,12,4,Winter
1995-05-02,Rasuwa,28.1,85.3,0.05,68.85,3.23,28.4,10.33,-7.07,17.69,3.32,14.38,11.98,3.76,8.29,0.31,7.98,3.75,7.92,0.42,7.5,1995,5,2,Spring
1986-09-17,Rasuwa,28.1,85.3,0.05,68.9,8.63,75.02,10.46,4.9,16.82,5.7,11.12,11.49,2.31,5.62,0.17,5.45,1.99,4.2,0.25,3.95,1986,9,17,Autumn
2006-05-17,Rasuwa,28.1,85.3,0.24,69.04,8.67,68.16,12.0,5.56,17.74,6.74,11.0,14.64,2.68,5.38,0.16,5.22,2.25,4.21,0.18,4.04,2006,5,17,Spring
1995-09-14,Rasuwa,28.1,85.3,0.13,68.84,10.17,83.87,11.22,7.8,16.23,7.65,8.58,12.96,2.31,5.27,0.08,5.2,2.08,4.09,0.02,4.07,1995,9,14,Autumn
1990-10-11,Rasuwa,28.1,85.3,0.0,69.09,6.68,73.52,7.03,0.83,12.87,3.37,9.5,7.19,1.89,5.11,0.25,4.85,1.64,4.05,0.27,3.79,1990,10,11,Autumn
1993-06-23,Rasuwa,28.1,85.3,0.02,68.74,9.84,66.21,14.31,7.53,20.29,9.03,11.26,16.86,2.88,5.7,0.15,5.55,2.36,4.49,0.13,4.36,1993,6,23,Monsoon
2000-05-02,Rasuwa,28.1,85.3,0.0,68.79,2.72,25.01,9.66,-9.51,17.06,3.94,13.12,11.14,2.45,5.35,0.15,5.2,2.23,4.18,0.16,4.02,2000,5,2,Spring
2016-07-28,Rasuwa,28.1,85.3,6.4,68.79,11.27,94.27,10.99,9.35,13.71,8.85,4.86,11.87,1.49,3.49,0.26,3.22,1.33,2.64,0.13,2.51,2016,7,28,Monsoon
2015-05-12,Rasuwa,28.1,85.3,5.59,68.86,7.72,72.02,9.41,3.84,14.92,4.5,10.42,10.54,2.33,5.01,0.3,4.71,2.08,3.93,0.4,3.53,2015,5,12,Spring
1993-12-04,Routahat,26.8,85.3,0.0,99.47,3.94,28.78,18.88,0.32,27.45,12.43,15.02,16.79,1.25,2.33,0.22,2.11,1.77,3.94,0.37,3.58,1993,12,4,Winter
1995-05-02,Routahat,26.8,85.3,0.17,98.33,5.5,14.57,36.02,4.83,45.3,26.62,18.68,37.22,4.91,8.36,1.53,6.82,7.42,10.1,2.13,7.97,1995,5,2,Spring
1986-09-17,Routahat,26.8,85.3,3.56,98.79,17.26,76.02,27.01,22.4,32.08,22.74,9.34,27.12,1.98,2.93,0.79,2.14,2.83,3.68,1.41,2.27,1986,9,17,Autumn
2006-05-17,Routahat,26.8,85.3,0.01,98.74,13.31,40.23,33.63,18.22,39.5,26.75,12.75,35.8,2.15,3.21,0.58,2.63,3.01,5.47,0.89,4.58,2006,5,17,Spring
1995-09-14,Routahat,26.8,85.3,0.26,98.62,18.18,71.51,28.91,23.22,33.33,24.79,8.54,29.24,1.25,2.22,0.26,1.96,1.69,2.95,0.26,2.69,1995,9,14,Autumn
1990-10-11,Routahat,26.8,85.3,0.0,99.3,14.7,69.36,25.95,19.92,31.17,21.54,9.63,26.05,1.42,2.44,0.72,1.72,2.09,3.97,0.95,3.02,1990,10,11,Autumn
1993-06-23,Routahat,26.8,85.3,0.73,98.12,15.16,41.39,35.32,20.14,41.87,28.53,13.34,38.39,3.91,6.07,2.61,3.46,4.98,8.01,2.78,5.22,1993,6,23,Monsoon
2000-05-02,Routahat,26.8,85.3,0.8,98.46,6.71,22.21,32.01,7.08,40.53,22.95,17.57,32.73,4.33,7.03,0.99,6.03,5.95,8.54,1.34,7.21,2000,5,2,Spring
2016-07-28,Routahat,26.8,85.3,9.22,98.51,20.57,88.74,27.28,25.27,29.52,25.35,4.17,27.2,2.51,3.5,0.8,2.7,3.58,5.53,1.32,4.21,2016,7,28,Monsoon
2015-05-12,Routahat,26.8,85.3,8.82,98.64,14.13,48.3,31.41,19.07,37.47,25.96,11.51,32.22,3.09,4.77,0.94,3.83,4.23,6.43,1.38,5.05,2015,5,12,Spring
1993-12-04,Rukum,28.6,82.4,0.0,75.0,1.6,18.59,7.46,-13.62,15.53,1.75,13.78,2.9,1.98,4.38,0.61,3.77,2.0,3.7,0.66,3.04,1993,12,4,Winter
1995-05-02,Rukum,28.6,82.4,0.0,74.9,3.85,26.16,15.56,-3.82,23.45,9.12,14.33,16.27,3.51,7.46,0.99,6.46,3.86,7.5,1.3,6.21,1995,5,2,Spring
1986-09-17,Rukum,28.6,82.4,0.0,74.93,8.66,68.65,13.03,6.42,19.45,7.8,11.66,12.42,2.2,4.31,0.82,3.48,2.14,3.43,1.13,2.3,1986,9,17,Autumn
2006-05-17,Rukum,28.6,82.4,1.87,75.08,9.13,60.42,15.92,7.88,22.44,9.7,12.74,16.8,2.43,5.6,0.53,5.06,2.24,4.5,0.66,3.84,2006,5,17,Spring
1995-09-14,Rukum,28.6,82.4,0.15,74.86,11.62,80.03,15.21,11.38,20.38,11.18,9.19,16.41,1.9,4.41,0.23,4.18,1.81,3.5,0.32,3.18,1995,9,14,Autumn
1990-10-11,Rukum,28.6,82.4,0.0,75.17,8.48,75.55,11.27,6.16,16.5,6.75,9.74,11.2,1.68,3.94,0.29,3.66,1.54,3.13,0.36,2.76,1990,10,11,Autumn
1993-06-23,Rukum,28.6,82.4,3.55,74.7,10.93,59.63,18.91,10.57,24.56,13.76,10.8,21.2,2.57,5.28,0.16,5.12,2.23,4.07,0.2,3.87,1993,6,23,Monsoon
2000-05-02,Rukum,28.6,82.4,0.0,74.84,1.86,12.24,16.22,-11.77,25.09,7.63,17.46,16.74,3.01,6.77,0.4,6.37,2.92,5.98,0.5,5.48,2000,5,2,Spring
2016-07-28,Rukum,28.6,82.4,10.26,74.73,13.84,92.24,15.68,14.18,18.82,13.44,5.38,16.42,2.38,5.03,0.46,4.57,2.46,4.52,0.8,3.72,2016,7,28,Monsoon
2015-05-12,Rukum,28.6,82.4,4.18,74.96,8.16,60.32,14.26,6.42,20.17,8.84,11.33,14.62,2.64,4.88,1.1,3.78,2.68,4.17,1.4,2.77,2015,5,12,Spring
1993-12-04,Rupandehi,27.5,83.4,0.0,93.33,3.08,25.03,16.21,-3.81,24.34,10.12,14.21,13.06,1.95,3.18,0.7,2.49,2.47,3.88,0.98,2.9,1993,12,4,Winter
1995-05-02,Rupandehi,27.5,83.4,0.0,92.48,4.52,14.57,31.38,1.13,40.21,22.59,17.6,32.14,5.3,9.46,2.31,7.15,7.36,11.08,3.04,8.04,1995,5,2,Spring
1986-09-17,Rupandehi,27.5,83.4,0.07,92.8,13.17,60.01,25.41,16.89,31.83,20.4,11.42,25.6,1.94,3.72,0.27,3.45,2.49,3.98,0.27,3.71,1986,9,17,Autumn
2006-05-17,Rupandehi,27.5,83.4,0.12,92.84,11.65,41.86,29.5,15.1,35.68,23.86,11.82,31.19,2.4,3.78,0.98,2.8,3.0,3.91,1.11,2.8,2006,5,17,Spring
1995-09-14,Rupandehi,27.5,83.4,0.31,92.69,16.34,74.75,25.3,20.41,29.87,21.7,8.17,25.81,1.77,3.2,0.58,2.62,2.36,3.5,0.55,2.95,1995,9,14,Autumn
1990-10-11,Rupandehi,27.5,83.4,0.0,93.28,12.95,69.79,22.7,16.78,27.6,18.87,8.75,22.29,1.63,3.13,0.32,2.81,2.08,3.55,0.47,3.08,1990,10,11,Autumn
1993-06-23,Rupandehi,27.5,83.4,0.35,92.27,13.43,42.45,31.63,17.18,37.6,25.57,12.03,33.58,2.33,3.49,0.39,3.1,2.73,4.01,0.6,3.4,1993,6,23,Monsoon
2000-05-02,Rupandehi,27.5,83.4,0.01,92.49,2.8,10.08,29.5,-4.92,38.06,21.07,16.98,30.05,3.06,5.05,1.44,3.6,3.8,5.13,2.0,3.13,2000,5,2,Spring
2016-07-28,Rupandehi,27.5,83.4,20.08,92.56,19.19,93.62,24.16,22.97,26.36,22.53,3.84,24.28,2.18,3.26,1.25,2.01,3.1,3.92,2.34,1.59,2016,7,28,Monsoon
2015-05-12,Rupandehi,27.5,83.4,2.88,92.7,11.24,45.63,27.38,14.43,34.0,21.1,12.91,28.02,2.9,4.89,0.85,4.05,3.79,5.24,0.85,4.39,2015,5,12,Spring
1993-12-04,Salyan,28.4,82.1,0.0,89.47,2.46,21.13,14.67,-6.97,22.42,9.75,12.67,10.82,1.94,3.82,0.34,3.48,2.22,3.53,0.31,3.22,1993,12,4,Winter
1995-05-02,Salyan,28.4,82.1,0.0,88.91,4.68,18.03,27.61,1.13,36.34,19.12,17.22,28.43,4.66,8.18,2.36,5.82,6.13,9.23,3.65,5.58,1995,5,2,Spring
1986-09-17,Salyan,28.4,82.1,0.01,89.08,11.99,63.15,22.33,14.82,27.98,17.98,10.01,21.64,2.49,4.17,1.3,2.87,3.1,4.29,1.76,2.53,1986,9,17,Autumn
2006-05-17,Salyan,28.4,82.1,1.04,89.14,11.27,46.47,26.44,13.96,32.7,20.01,12.69,27.94,2.57,4.5,1.15,3.34,3.03,4.07,1.3,2.76,2006,5,17,Spring
1995-09-14,Salyan,28.4,82.1,0.12,88.96,15.52,76.56,23.36,18.88,27.72,20.16,7.56,24.05,1.84,3.52,0.62,2.91,2.16,3.45,0.77,2.69,1995,9,14,Autumn
1990-10-11,Salyan,28.4,82.1,0.0,89.49,11.59,68.56,20.52,14.42,25.06,16.83,8.22,19.83,1.57,3.18,0.18,3.0,1.8,3.05,0.32,2.73,1990,10,11,Autumn
1993-06-23,Salyan,28.4,82.1,4.78,88.58,12.87,44.24,29.44,15.84,34.67,24.22,10.45,31.08,2.17,3.54,0.63,2.91,2.34,3.26,0.93,2.33,1993,6,23,Monsoon
2000-05-02,Salyan,28.4,82.1,0.0,88.8,2.02,7.57,28.08,-8.72,36.49,19.69,16.8,27.95,2.8,5.36,0.3,5.06,3.17,5.18,0.46,4.72,2000,5,2,Spring
2016-07-28,Salyan,28.4,82.1,16.64,88.79,17.9,91.81,22.66,21.14,25.37,20.73,4.64,23.06,2.6,4.36,1.24,3.12,3.45,4.57,2.33,2.24,2016,7,28,Monsoon
2015-05-12,Salyan,28.4,82.1,5.52,89.02,9.81,42.73,25.51,11.78,31.66,20.07,11.58,25.88,2.73,4.48,1.17,3.31,3.29,4.35,1.43,2.93,2015,5,12,Spring
1993-12-04,Sankhuwasabha,27.3,87.3,0.0,82.26,2.86,28.06,11.36,-6.54,18.84,6.11,12.73,7.89,1.93,4.45,0.27,4.18,1.84,3.48,0.25,3.23,1993,12,4,Winter
1995-05-02,Sankhuwasabha,27.3,87.3,1.61,81.86,5.44,28.83,20.91,1.65,28.94,12.4,16.55,21.26,3.09,6.38,0.73,5.65,3.34,6.34,1.28,5.06,1995,5,2,Spring
1986-09-17,Sankhuwasabha,27.3,87.3,0.94,82.01,13.69,86.92,17.96,15.08,21.87,15.18,6.68,18.57,2.18,4.59,0.21,4.38,2.22,3.97,0.24,3.73,1986,9,17,Autumn
2006-05-17,Sankhuwasabha,27.3,87.3,0.36,82.15,10.95,59.01,20.65,11.96,26.18,15.52,10.67,22.38,2.52,5.02,0.59,4.44,2.36,3.95,0.79,3.15,2006,5,17,Spring
1995-09-14,Sankhuwasabha,27.3,87.3,0.0,81.94,13.93,80.79,19.38,15.55,23.88,16.03,7.85,20.8,2.28,4.77,0.28,4.49,2.18,4.03,0.31,3.72,1995,9,14,Autumn
1990-10-11,Sankhuwasabha,27.3,87.3,0.02,82.35,10.91,79.71,15.84,11.13,21.0,12.27,8.73,16.01,1.88,4.68,0.37,4.32,1.81,3.97,0.44,3.53,1990,10,11,Autumn
1993-06-23,Sankhuwasabha,27.3,87.3,3.02,81.72,14.25,70.42,21.94,15.95,26.96,17.6,9.36,23.8,2.21,4.51,0.26,4.25,2.0,3.53,0.4,3.13,1993,6,23,Monsoon
2000-05-02,Sankhuwasabha,27.3,87.3,0.56,81.93,7.37,45.26,18.52,5.24,25.18,13.06,12.13,19.49,2.58,5.4,1.07,4.32,2.6,4.32,1.53,2.8,2000,5,2,Spring
2016-07-28,Sankhuwasabha,27.3,87.3,6.58,81.87,15.58,93.02,18.89,17.26,22.17,16.33,5.84,19.49,2.35,5.57,0.53,5.04,2.37,5.2,0.7,4.5,2016,7,28,Monsoon
2015-05-12,Sankhuwasabha,27.3,87.3,5.82,81.95,12.05,73.66,18.56,13.19,23.66,14.16,9.5,19.51,2.69,6.19,0.04,6.15,2.79,5.91,0.16,5.75,2015,5,12,Spring
1993-12-04,Saptari,26.6,86.8,0.0,95.51,3.84,28.89,17.77,-0.63,25.41,12.72,12.69,14.99,1.77,3.02,0.94,2.08,2.15,2.76,1.35,1.42,1993,12,4,Winter
1995-05-02,Saptari,26.6,86.8,0.3,94.57,5.97,18.75,32.24,5.35,41.25,24.32,16.93,32.85,3.79,7.23,0.99,6.24,5.47,8.65,0.84,7.81,1995,5,2,Spring
1986-09-17,Saptari,26.6,86.8,0.55,94.94,16.94,81.86,24.78,21.38,28.71,21.83,6.88,24.95,2.22,4.01,0.67,3.34,3.03,4.59,1.23,3.36,1986,9,17,Autumn
2006-05-17,Saptari,26.6,86.8,0.17,94.98,12.5,44.87,29.91,16.58,35.8,23.75,12.05,31.82,2.39,3.58,1.29,2.3,2.94,3.6,2.03,1.57,2006,5,17,Spring
1995-09-14,Saptari,26.6,86.8,0.05,94.8,16.89,71.11,27.08,21.35,31.82,23.11,8.71,28.02,1.73,3.45,0.18,3.28,2.09,3.54,0.28,3.27,1995,9,14,Autumn
1990-10-11,Saptari,26.6,86.8,0.03,95.43,14.14,74.06,23.55,18.49,28.61,19.5,9.11,23.78,1.61,3.84,0.03,3.81,2.05,4.0,0.25,3.75,1990,10,11,Autumn
1993-06-23,Saptari,26.6,86.8,1.3,94.41,15.78,53.07,30.91,20.18,37.21,24.93,12.27,33.15,2.92,4.27,1.75,2.52,3.63,4.74,2.05,2.69,1993,6,23,Monsoon
2000-05-02,Saptari,26.6,86.8,0.49,94.77,9.37,38.49,27.57,11.59,34.98,20.4,14.57,28.61,3.69,5.45,2.1,3.35,4.96,6.23,3.18,3.05,2000,5,2,Spring
2016-07-28,Saptari,26.6,86.8,5.43,94.7,19.43,89.68,25.47,23.59,27.92,23.13,4.79,25.6,2.25,4.06,0.56,3.5,2.94,4.27,0.87,3.4,2016,7,28,Monsoon
2015-05-12,Saptari,26.6,86.8,9.52,94.83,14.7,60.5,27.5,19.02,32.88,22.44,10.44,28.09,2.99,5.85,0.85,5.0,3.91,6.62,1.14,5.48,2015,5,12,Spring
1993-12-04,Sarlahi,26.9,85.5,0.0,95.38,3.6,27.58,17.36,-1.56,25.49,11.68,13.82,14.68,1.42,2.72,0.16,2.56,1.84,3.52,0.26,3.26,1993,12,4,Winter
1995-05-02,Sarlahi,26.9,85.5,0.14,94.44,5.11,15.34,33.03,3.15,42.12,24.22,17.9,33.96,4.62,8.42,1.53,6.88,6.63,9.86,2.0,7.86,1995,5,2,Spring
1986-09-17,Sarlahi,26.9,85.5,2.82,94.82,16.23,77.37,24.95,20.6,29.77,20.96,8.8,25.06,2.09,3.38,0.84,2.54,2.76,3.81,1.4,2.41,1986,9,17,Autumn
2006-05-17,Sarlahi,26.9,85.5,0.06,94.82,12.84,44.09,30.72,16.95,36.52,24.58,11.95,32.79,2.17,3.54,0.7,2.85,2.75,4.54,1.03,3.5,2006,5,17,Spring
1995-09-14,Sarlahi,26.9,85.5,0.18,94.67,17.05,73.15,26.7,21.4,31.16,22.8,8.36,27.12,1.5,2.82,0.29,2.54,1.86,3.13,0.4,2.72,1995,9,14,Autumn
1990-10-11,Sarlahi,26.9,85.5,0.0,95.3,13.86,71.48,23.75,18.07,28.82,19.66,9.16,23.78,1.52,2.88,0.64,2.25,2.02,3.59,0.88,2.72,1990,10,11,Autumn
1993-06-23,Sarlahi,26.9,85.5,0.52,94.24,14.77,46.42,32.2,19.04,38.54,25.92,12.62,35.04,3.08,4.74,1.97,2.78,3.79,5.68,2.12,3.54,1993,6,23,Monsoon
2000-05-02,Sarlahi,26.9,85.5,0.6,94.56,6.08,22.28,29.42,4.99,37.35,21.62,15.73,29.94,3.7,6.03,1.27,4.76,4.88,6.64,1.67,4.97,2000,5,2,Spring
2016-07-28,Sarlahi,26.9,85.5,7.98,94.56,19.44,90.58,25.26,23.54,27.53,23.39,4.14,25.26,2.27,3.55,0.8,2.76,3.12,4.6,1.29,3.3,2016,7,28,Monsoon
2015-05-12,Sarlahi,26.9,85.5,7.77,94.7,13.28,52.18,28.3,17.32,33.99,23.4,10.6,28.82,2.94,5.26,0.78,4.48,3.85,6.24,1.12,5.12,2015,5,12,Spring
1993-12-04,Sindhuli,27.2,85.9,0.0,91.3,3.25,26.39,15.85,-3.44,23.54,10.94,12.61,12.58,1.6,3.1,0.09,3.01,1.91,3.1,0.16,2.94,1993,12,4,Winter
1995-05-02,Sindhuli,27.2,85.9,0.1,90.56,4.72,16.12,30.04,1.47,38.95,21.83,17.12,30.7,4.34,8.48,1.53,6.95,5.84,9.63,1.87,7.76,1995,5,2,Spring
1986-09-17,Sindhuli,27.2,85.9,2.08,90.85,15.19,78.72,22.89,18.81,27.46,19.19,8.27,23.0,2.21,3.84,0.9,2.93,2.68,3.94,1.4,2.54,1986,9,17,Autumn
2006-05-17,Sindhuli,27.2,85.9,0.11,90.9,12.37,47.95,27.82,15.68,33.55,22.4,11.15,29.78,2.2,3.88,0.81,3.07,2.49,3.61,1.18,2.42,2006,5,17,Spring
1995-09-14,Sindhuli,27.2,85.9,0.1,90.72,15.91,74.79,24.49,19.57,28.98,20.8,8.19,25.01,1.75,3.43,0.32,3.11,2.02,3.31,0.55,2.76,1995,9,14,Autumn
1990-10-11,Sindhuli,27.2,85.9,0.0,91.29,13.01,73.61,21.55,16.22,26.46,17.78,8.68,21.52,1.63,3.33,0.56,2.78,1.95,3.21,0.8,2.41,1990,10,11,Autumn
1993-06-23,Sindhuli,27.2,85.9,0.31,90.37,14.38,51.45,29.08,17.93,35.21,23.31,11.9,31.69,2.26,3.42,1.33,2.09,2.6,3.34,1.47,1.86,1993,6,23,Monsoon
2000-05-02,Sindhuli,27.2,85.9,0.41,90.65,5.44,22.35,26.84,2.89,34.17,20.29,13.88,27.14,3.07,5.03,1.55,3.48,3.82,4.74,2.0,2.74,2000,5,2,Spring
2016-07-28,Sindhuli,27.2,85.9,6.74,90.62,18.31,92.43,23.25,21.81,25.54,21.43,4.11,23.32,2.03,3.6,0.79,2.81,2.65,3.67,1.26,2.4,2016,7,28,Monsoon
2015-05-12,Sindhuli,27.2,85.9,6.72,90.77,12.42,56.06,25.2,15.58,30.52,20.83,9.69,25.42,2.8,5.75,0.62,5.13,3.47,6.04,0.86,5.18,2015,5,12,Spring
1993-12-04,Solukhumbu,28.0,86.8,0.0,56.32,0.97,21.94,-5.72,-20.9,3.63,-12.01,15.64,-8.96,2.83,6.71,1.29,5.41,3.34,7.43,1.51,5.92,1993,12,4,Winter
1995-05-02,Solukhumbu,28.0,86.8,0.05,56.38,2.61,44.57,-1.94,-11.83,5.33,-7.86,13.19,0.49,4.94,9.83,1.26,8.57,5.46,9.93,1.85,8.08,1995,5,2,Spring
1986-09-17,Solukhumbu,28.0,86.8,0.11,56.46,4.83,59.88,2.46,-5.03,10.46,-5.06,15.52,3.68,2.22,4.14,0.99,3.15,2.39,3.79,1.31,2.48,1986,9,17,Autumn
2006-05-17,Solukhumbu,28.0,86.8,0.11,56.6,4.9,57.83,3.19,-4.77,9.46,-3.01,12.46,6.38,1.85,3.03,0.45,2.59,1.76,3.22,0.6,2.62,2006,5,17,Spring
1995-09-14,Solukhumbu,28.0,86.8,0.0,56.44,6.28,72.67,3.42,-1.23,9.51,-1.81,11.32,5.28,2.54,5.02,0.55,4.47,2.82,4.85,0.7,4.14,1995,9,14,Autumn
1990-10-11,Solukhumbu,28.0,86.8,0.0,56.52,2.54,43.98,-2.1,-12.32,5.94,-7.33,13.27,-2.47,2.71,6.95,0.41,6.54,3.11,7.27,0.69,6.59,1990,10,11,Autumn
1993-06-23,Solukhumbu,28.0,86.8,0.16,56.47,6.9,63.82,6.63,-0.09,12.23,1.73,10.5,10.0,2.88,3.8,1.36,2.44,3.0,4.3,1.88,2.42,1993,6,23,Monsoon
2000-05-02,Solukhumbu,28.0,86.8,0.04,56.32,1.99,32.17,-1.24,-14.85,4.53,-5.53,10.06,1.63,2.4,3.64,1.0,2.64,3.09,4.99,1.43,3.56,2000,5,2,Spring
2016-07-28,Solukhumbu,28.0,86.8,10.15,56.44,7.82,83.55,4.53,1.84,9.86,0.61,9.26,6.19,2.0,4.15,0.9,3.25,2.04,3.86,0.86,3.01,2016,7,28,Monsoon
2015-05-12,Solukhumbu,28.0,86.8,1.22,56.36,4.69,61.08,1.75,-5.14,8.63,-4.77,13.4,4.75,2.34,4.05,0.67,3.39,2.55,3.76,0.75,3.01,2015,5,12,Spring
1993-12-04,Sunsari,26.6,87.1,0.0,94.44,3.7,27.88,17.59,-1.21,25.15,12.15,13.0,14.84,1.79,2.92,1.04,1.89,2.17,2.59,1.49,1.1,1993,12,4,Winter
1995-05-02,Sunsari,26.6,87.1,3.19,93.56,6.74,22.77,30.77,6.85,39.36,22.6,16.76,31.07,2.86,5.62,1.09,4.52,3.97,6.68,0.87,5.81,1995,5,2,Spring
1986-09-17,Sunsari,26.6,87.1,1.68,93.91,17.13,85.29,24.09,21.39,27.51,21.52,5.99,24.25,2.0,3.77,0.62,3.16,2.72,4.31,1.05,3.27,1986,9,17,Autumn
2006-05-17,Sunsari,26.6,87.1,0.17,93.98,12.42,47.18,28.74,16.3,34.81,22.78,12.03,30.5,2.34,3.61,1.29,2.32,2.83,3.3,2.08,1.22,2006,5,17,Spring
1995-09-14,Sunsari,26.6,87.1,0.02,93.78,16.66,72.6,26.31,20.95,31.04,22.37,8.67,27.17,1.64,3.39,0.39,2.99,1.93,3.39,0.44,2.95,1995,9,14,Autumn
1990-10-11,Sunsari,26.6,87.1,0.13,94.37,14.37,78.33,22.69,18.62,27.54,18.91,8.64,22.96,1.58,3.6,0.14,3.46,1.96,3.66,0.32,3.34,1990,10,11,Autumn
1993-06-23,Sunsari,26.6,87.1,3.89,93.41,16.47,60.37,29.21,20.67,35.13,23.43,11.69,30.92,2.55,4.02,1.06,2.96,3.25,4.14,1.31,2.84,1993,6,23,Monsoon
2000-05-02,Sunsari,26.6,87.1,2.27,93.79,10.77,47.71,26.1,13.64,33.08,19.47,13.61,27.02,3.38,4.96,1.98,2.97,4.47,5.63,3.19,2.45,2000,5,2,Spring
2016-07-28,Sunsari,26.6,87.1,5.72,93.68,19.11,89.0,25.14,23.13,28.04,22.51,5.53,25.3,2.16,4.5,0.68,3.83,2.66,4.74,1.02,3.72,2016,7,28,Monsoon
2015-05-12,Sunsari,26.6,87.1,9.97,93.81,14.99,64.5,26.55,19.18,31.64,21.87,9.77,27.12,2.91,6.18,0.75,5.42,3.71,6.93,1.08,5.85,2015,5,12,Spring
