date,district,latitude,longitude,precip,pressure,humidity_2m,rh_2m,temp_2m,wetbulbtemp_2m,maxtemp_2m,mintemp_2m,temprange_2m,earthskintemp,windspeed_10m,maxwindspeed_10m,minwindspeed_10m,windspeedrange_10m,windspeed_50m,maxwindspeed_50m,minwindspeed_50m,windspeedrange_50m,year,month,day,season
1993-12-04,Arghakhanchi,27.9,83.2,0.0,93.66,3.14,25.49,16.29,-3.54,24.43,10.37,14.07,13.07,1.99,3.31,0.57,2.74,2.58,4.06,0.77,3.28,1993,12,4,Winter
1995-05-02,Arghakhanchi,27.9,83.2,0.0,92.82,4.63,14.9,31.49,1.54,40.26,22.8,17.45,32.29,5.51,9.47,2.59,6.88,7.7,11.1,4.01,7.09,1995,5,2,Spring
1986-09-17,Arghakhanchi,27.9,83.2,0.03,93.13,12.93,59.2,25.4,16.7,31.99,20.26,11.73,25.5,2.19,3.79,0.14,3.64,3.04,4.28,0.36,3.92,1986,9,17,Autumn
2006-05-17,Arghakhanchi,27.9,83.2,0.11,93.17,11.44,40.53,29.81,14.9,36.07,23.79,12.28,31.64,2.47,3.77,1.24,2.53,3.09,3.89,1.4,2.49,2006,5,17,Spring
1995-09-14,Arghakhanchi,27.9,83.2,0.26,93.02,16.45,74.28,25.58,20.58,30.09,22.15,7.94,26.04,1.78,3.33,0.24,3.09,2.37,3.69,0.22,3.47,1995,9,14,Autumn
1990-10-11,Arghakhanchi,27.9,83.2,0.0,93.61,12.52,66.88,22.91,16.31,27.95,18.8,9.16,22.33,1.71,3.22,0.44,2.77,2.21,3.52,0.66,2.85,1990,10,11,Autumn
1993-06-23,Arghakhanchi,27.9,83.2,0.72,92.58,13.34,41.46,31.98,17.11,37.93,25.89,12.04,33.97,2.41,3.76,0.49,3.27,2.86,4.62,0.57,4.05,1993,6,23,Monsoon
2000-05-02,Arghakhanchi,27.9,83.2,0.0,92.8,2.43,8.54,29.99,-6.35,38.6,21.76,16.84,30.55,2.89,4.56,1.15,3.41,3.62,5.04,1.62,3.42,2000,5,2,Spring
2016-07-28,Arghakhanchi,27.9,83.2,22.1,92.89,19.28,93.57,24.31,23.11,26.44,22.63,3.81,24.47,2.26,3.42,1.18,2.24,3.19,4.7,2.19,2.51,2016,7,28,Monsoon
2015-05-12,Arghakhanchi,27.9,83.2,3.07,93.03,10.88,43.08,27.87,14.0,34.43,21.77,12.66,28.53,2.96,4.78,0.98,3.8,3.92,5.17,1.0,4.17,2015,5,12,Spring
1993-12-04,Baglung,28.3,83.6,0.0,79.56,2.08,21.55,10.03,-10.54,17.23,4.68,12.54,5.24,1.77,4.01,0.15,3.86,1.66,3.21,0.05,3.16,1993,12,4,Winter
1995-05-02,Baglung,28.3,83.6,0.0,79.23,3.54,18.74,20.4,-4.22,28.66,12.85,15.81,21.29,4.01,8.24,1.3,6.94,4.61,8.48,1.49,6.99,1995,5,2,Spring
1986-09-17,Baglung,28.3,83.6,0.02,79.39,10.02,65.06,17.12,9.64,22.89,12.94,9.95,16.93,2.15,5.05,0.17,4.88,1.98,4.06,0.25,3.81,1986,9,17,Autumn
2006-05-17,Baglung,28.3,83.6,0.62,79.52,9.94,55.17,19.65,9.98,25.75,14.76,10.99,21.1,2.53,5.29,0.45,4.85,2.29,4.31,0.44,3.88,2006,5,17,Spring
1995-09-14,Baglung,28.3,83.6,0.43,79.31,13.14,83.76,17.37,14.08,21.46,14.32,7.14,18.0,1.86,4.03,0.28,3.75,1.85,3.3,0.41,2.89,1995,9,14,Autumn
1990-10-11,Baglung,28.3,83.6,0.0,79.7,10.22,79.33,14.39,9.94,18.69,11.68,7.02,14.36,1.78,4.07,0.24,3.82,1.71,3.4,0.32,3.08,1990,10,11,Autumn
1993-06-23,Baglung,28.3,83.6,0.27,79.11,11.42,54.98,21.86,12.02,27.36,16.27,11.09,24.0,2.61,5.07,0.27,4.81,2.2,3.99,0.22,3.77,1993,6,23,Monsoon
2000-05-02,Baglung,28.3,83.6,0.0,79.26,2.43,13.72,19.37,-8.49,27.23,11.94,15.28,20.04,2.98,5.9,0.81,5.09,2.87,4.93,1.02,3.91,2000,5,2,Spring
2016-07-28,Baglung,28.3,83.6,13.55,79.21,15.23,97.54,17.25,16.42,19.17,15.82,3.35,17.44,2.41,4.45,1.14,3.31,2.74,4.01,1.94,2.07,2016,7,28,Monsoon
2015-05-12,Baglung,28.3,83.6,2.17,79.37,9.12,58.68,17.27,8.7,23.1,12.05,11.05,17.17,2.74,5.37,0.61,4.75,2.88,4.8,0.78,4.02,2015,5,12,Spring
1993-12-04,Baitadi,29.5,80.5,0.0,74.07,1.2,14.93,6.28,-16.14,14.86,0.56,14.31,2.8,2.03,4.85,0.24,4.61,1.97,4.17,0.27,3.9,1993,12,4,Winter
1995-05-02,Baitadi,29.5,80.5,0.0,73.96,4.0,29.84,13.91,-3.43,21.0,8.04,12.96,14.71,3.16,7.09,0.44,6.64,3.25,6.85,0.52,6.33,1995,5,2,Spring
1986-09-17,Baitadi,29.5,80.5,0.0,74.01,7.8,61.17,13.12,5.13,19.83,7.64,12.19,13.07,2.33,5.13,0.23,4.9,2.16,4.15,0.3,3.85,1986,9,17,Autumn
2006-05-17,Baitadi,29.5,80.5,2.93,74.15,9.6,65.9,15.17,8.39,20.46,10.57,9.89,16.51,2.18,5.93,0.2,5.73,1.91,4.8,0.25,4.55,2006,5,17,Spring
1995-09-14,Baitadi,29.5,80.5,0.47,73.91,11.05,79.78,14.33,10.23,19.78,9.91,9.87,15.89,2.16,4.74,0.39,4.34,2.08,3.89,0.47,3.42,1995,9,14,Autumn
1990-10-11,Baitadi,29.5,80.5,0.0,74.23,7.3,66.83,10.81,4.31,16.97,6.67,10.29,11.29,2.02,4.92,0.27,4.65,1.87,3.95,0.22,3.74,1990,10,11,Autumn
1993-06-23,Baitadi,29.5,80.5,0.6,73.78,11.7,66.0,18.17,11.23,23.78,12.68,11.1,20.7,2.9,5.42,0.43,5.0,2.58,4.26,0.65,3.61,1993,6,23,Monsoon
2000-05-02,Baitadi,29.5,80.5,0.0,73.91,1.99,13.42,15.46,-11.42,24.87,5.77,19.1,15.95,3.05,6.28,0.64,5.64,2.94,5.49,0.81,4.68,2000,5,2,Spring
2016-07-28,Baitadi,29.5,80.5,4.93,73.8,13.03,90.19,14.95,12.94,17.81,12.25,5.56,15.56,2.02,4.35,0.07,4.28,1.96,3.68,0.07,3.61,2016,7,28,Monsoon
2015-05-12,Baitadi,29.5,80.5,0.51,74.06,7.86,57.37,14.23,5.69,20.13,9.38,10.76,15.4,2.2,5.09,0.13,4.95,2.03,4.42,0.15,4.27,2015,5,12,Spring
1993-12-04,Bajang,29.6,81.2,0.0,68.1,0.97,15.34,1.74,-18.62,10.76,-4.68,15.44,-1.35,2.26,5.59,0.28,5.31,2.23,5.02,0.37,4.65,1993,12,4,Winter
1995-05-02,Bajang,29.6,81.2,0.0,68.08,3.81,37.89,8.32,-5.15,15.16,2.9,12.26,9.69,3.47,7.86,0.59,7.26,3.54,7.64,0.74,6.9,1995,5,2,Spring
1986-09-17,Bajang,29.6,81.2,0.0,68.14,6.98,65.42,9.19,2.24,16.68,3.34,13.34,9.74,2.4,5.46,0.45,5.01,2.16,4.34,0.67,3.67,1986,9,17,Autumn
2006-05-17,Bajang,29.6,81.2,2.98,68.3,8.18,67.61,11.1,4.8,17.46,6.12,11.34,12.72,2.38,6.11,0.19,5.92,2.1,4.89,0.24,4.65,2006,5,17,Spring
1995-09-14,Bajang,29.6,81.2,0.13,68.07,8.98,74.86,10.91,5.95,17.21,5.66,11.55,13.03,2.36,5.68,0.14,5.54,2.17,4.7,0.02,4.68,1995,9,14,Autumn
1990-10-11,Bajang,29.6,81.2,0.0,68.28,6.47,70.39,7.04,1.23,13.68,2.94,10.74,8.15,2.05,5.65,0.06,5.58,1.84,4.66,0.21,4.45,1990,10,11,Autumn
1993-06-23,Bajang,29.6,81.2,0.63,68.01,9.66,63.25,14.57,7.02,21.29,8.41,12.88,17.68,3.13,6.37,0.29,6.08,2.65,5.03,0.42,4.62,1993,6,23,Monsoon
2000-05-02,Bajang,29.6,81.2,0.0,68.09,1.7,15.0,10.12,-13.9,19.62,1.21,18.41,11.34,2.83,6.13,0.58,5.55,2.72,5.37,0.6,4.76,2000,5,2,Spring
2016-07-28,Bajang,29.6,81.2,4.82,67.99,11.35,88.59,11.86,9.63,15.78,8.62,7.16,12.99,2.4,5.21,0.3,4.91,2.3,4.42,0.41,4.01,2016,7,28,Monsoon
2015-05-12,Bajang,29.6,81.2,0.52,68.18,7.17,67.9,9.04,3.16,15.11,3.81,11.3,10.49,2.36,5.65,0.23,5.42,2.21,4.91,0.35,4.56,2015,5,12,Spring
1993-12-04,Banke,28.1,81.7,0.0,92.76,2.52,20.21,16.33,-6.16,24.31,11.44,12.87,12.93,1.92,3.49,0.43,3.06,2.29,3.26,0.44,2.83,1993,12,4,Winter
1995-05-02,Banke,28.1,81.7,0.0,92.05,4.99,17.27,30.08,2.53,38.92,21.15,17.77,30.99,4.47,7.73,2.41,5.32,6.02,8.91,3.84,5.07,1995,5,2,Spring
1986-09-17,Banke,28.1,81.7,0.0,92.27,12.34,58.96,24.55,15.87,30.12,19.95,10.17,23.74,2.42,4.08,1.31,2.77,3.11,4.42,1.85,2.56,1986,9,17,Autumn
2006-05-17,Banke,28.1,81.7,1.19,92.31,11.76,44.06,28.7,15.19,34.97,22.0,12.97,30.4,2.52,3.92,1.28,2.64,3.18,4.04,1.88,2.16,2006,5,17,Spring
1995-09-14,Banke,28.1,81.7,0.13,92.15,16.42,74.73,25.27,20.39,29.71,21.97,7.74,25.94,1.77,3.37,0.45,2.92,2.21,3.42,0.54,2.88,1995,9,14,Autumn
1990-10-11,Banke,28.1,81.7,0.0,92.72,11.97,64.56,22.62,15.51,27.17,18.82,8.35,21.81,1.54,2.93,0.35,2.59,1.87,2.98,0.36,2.62,1990,10,11,Autumn
1993-06-23,Banke,28.1,81.7,4.6,91.69,13.26,40.96,31.94,16.84,37.28,26.55,10.73,33.38,2.16,3.54,0.76,2.78,2.47,3.6,1.12,2.48,1993,6,23,Monsoon
2000-05-02,Banke,28.1,81.7,0.0,91.91,2.11,7.14,30.45,-7.84,39.12,21.74,17.38,30.36,2.59,4.43,0.34,4.09,3.08,4.98,0.45,4.53,2000,5,2,Spring
2016-07-28,Banke,28.1,81.7,16.48,91.96,18.89,90.86,24.28,22.61,26.96,22.3,4.66,24.56,2.81,4.11,1.44,2.67,3.92,4.89,2.93,1.96,2016,7,28,Monsoon
2015-05-12,Banke,28.1,81.7,4.95,92.17,10.18,39.57,28.06,12.87,34.28,22.2,12.07,28.48,2.4,3.79,0.92,2.87,3.0,4.9,1.0,3.89,2015,5,12,Spring
1993-12-04,Bara,27.2,85.0,0.0,95.77,3.34,25.01,17.88,-2.36,25.99,12.16,13.84,15.0,1.58,2.42,0.52,1.9,2.02,3.4,0.67,2.73,1993,12,4,Winter
1995-05-02,Bara,27.2,85.0,0.09,94.82,5.01,14.8,33.42,2.97,42.66,24.85,17.8,34.16,4.68,9.11,1.2,7.92,6.62,10.7,1.47,9.24,1995,5,2,Spring
1986-09-17,Bara,27.2,85.0,3.06,95.2,15.69,72.35,25.62,20.2,30.88,21.39,9.5,25.79,1.86,3.26,0.28,2.98,2.36,3.48,0.46,3.01,1986,9,17,Autumn
2006-05-17,Bara,27.2,85.0,0.06,95.2,12.94,43.45,31.12,17.17,36.88,25.06,11.82,32.97,2.02,3.03,0.85,2.17,2.56,3.34,1.26,2.08,2006,5,17,Spring
1995-09-14,Bara,27.2,85.0,0.15,95.05,16.73,71.09,26.96,21.23,31.72,22.84,8.89,27.38,1.72,2.99,0.56,2.42,2.24,3.3,0.64,2.66,1995,9,14,Autumn
1990-10-11,Bara,27.2,85.0,0.0,95.68,14.06,71.08,24.18,18.53,29.26,20.12,9.14,24.16,1.54,2.81,0.5,2.31,2.02,3.54,0.75,2.79,1990,10,11,Autumn
1993-06-23,Bara,27.2,85.0,0.38,94.61,14.5,44.08,32.76,18.83,39.37,26.24,13.13,35.38,2.74,3.7,1.88,1.82,3.6,5.6,1.72,3.88,1993,6,23,Monsoon
2000-05-02,Bara,27.2,85.0,0.58,94.9,5.02,17.7,30.3,2.55,38.39,22.14,16.23,30.67,3.51,5.31,1.32,3.98,4.61,6.23,1.69,4.54,2000,5,2,Spring
2016-07-28,Bara,27.2,85.0,9.35,94.94,19.62,91.68,25.32,23.81,27.16,23.67,3.49,25.12,1.9,2.88,0.33,2.55,2.7,4.08,0.55,3.53,2016,7,28,Monsoon
2015-05-12,Bara,27.2,85.0,9.12,95.08,13.09,50.95,28.52,17.24,34.39,23.42,10.98,28.91,2.72,4.72,0.76,3.96,3.62,5.27,0.98,4.29,2015,5,12,Spring
1993-12-04,Bardiya,28.3,81.4,0.0,95.3,2.39,18.18,17.5,-6.44,26.2,11.78,14.42,14.82,1.98,3.22,0.34,2.86,2.45,3.64,0.38,3.26,1993,12,4,Winter
1995-05-02,Bardiya,28.3,81.4,0.0,94.51,5.3,17.05,31.84,3.74,40.55,23.0,17.55,32.56,3.94,7.04,2.11,4.93,5.34,8.26,3.04,5.22,1995,5,2,Spring
1986-09-17,Bardiya,28.3,81.4,0.0,94.74,11.98,52.18,26.56,15.83,32.15,21.23,10.92,25.51,2.16,3.95,0.66,3.3,2.8,4.44,0.99,3.44,1986,9,17,Autumn
2006-05-17,Bardiya,28.3,81.4,1.71,94.78,12.41,43.47,30.34,16.44,36.66,23.66,13.0,31.97,2.4,3.92,1.38,2.54,3.18,4.46,1.68,2.79,2006,5,17,Spring
1995-09-14,Bardiya,28.3,81.4,0.17,94.6,16.86,70.46,27.15,21.27,31.98,23.31,8.66,27.85,1.72,3.58,0.36,3.22,2.2,3.74,0.36,3.39,1995,9,14,Autumn
1990-10-11,Bardiya,28.3,81.4,0.0,95.2,11.84,58.82,24.43,15.8,29.44,19.94,9.5,23.58,1.6,2.98,0.53,2.46,1.98,3.27,0.51,2.76,1990,10,11,Autumn
1993-06-23,Bardiya,28.3,81.4,4.84,94.1,13.74,39.09,33.92,17.8,39.34,28.62,10.72,34.96,2.0,3.62,0.66,2.96,2.38,3.8,0.91,2.88,1993,6,23,Monsoon
2000-05-02,Bardiya,28.3,81.4,0.0,94.34,2.36,7.52,32.01,-6.35,41.08,22.42,18.65,31.84,2.54,4.16,0.58,3.58,3.1,4.84,0.79,4.04,2000,5,2,Spring
2016-07-28,Bardiya,28.3,81.4,10.6,94.4,19.72,89.51,25.68,23.78,28.46,23.57,4.88,25.86,2.81,4.21,1.48,2.72,4.06,5.2,3.04,2.16,2016,7,28,Monsoon
2015-05-12,Bardiya,28.3,81.4,4.93,94.62,10.32,36.26,30.26,13.46,36.37,23.79,12.58,30.56,2.18,3.5,0.26,3.25,2.75,4.72,0.35,4.38,2015,5,12,Spring
1993-12-04,Bhaktapur,27.7,85.5,0.0,78.25,2.3,24.85,9.18,-9.87,16.65,4.89,11.76,4.94,1.73,4.35,0.4,3.95,1.65,3.58,0.31,3.27,1993,12,4,Winter
1995-05-02,Bhaktapur,27.7,85.5,0.13,77.98,3.83,21.75,19.01,-3.4,27.1,11.7,15.4,19.83,3.77,8.08,1.06,7.02,4.16,8.4,1.43,6.97,1995,5,2,Spring
1986-09-17,Bhaktapur,27.7,85.5,0.45,78.08,11.57,80.64,15.72,11.48,20.84,11.82,9.02,16.14,2.26,5.0,0.54,4.46,2.19,3.96,0.84,3.13,1986,9,17,Autumn
2006-05-17,Bhaktapur,27.7,85.5,0.24,78.2,10.46,61.23,18.52,10.42,24.2,13.54,10.66,20.7,2.58,5.21,0.48,4.73,2.36,4.43,0.7,3.73,2006,5,17,Spring
1995-09-14,Bhaktapur,27.7,85.5,0.07,78.01,12.64,82.65,16.71,13.14,21.33,13.05,8.28,17.71,1.93,4.65,0.13,4.51,1.8,3.72,0.18,3.54,1995,9,14,Autumn
1990-10-11,Bhaktapur,27.7,85.5,0.0,78.39,9.25,76.3,13.21,7.36,18.28,9.68,8.6,12.83,1.61,4.11,0.22,3.89,1.51,3.37,0.19,3.18,1990,10,11,Autumn
1993-06-23,Bhaktapur,27.7,85.5,0.09,77.81,12.14,64.53,19.98,12.65,25.81,14.71,11.11,22.34,2.32,4.95,0.12,4.83,1.95,4.0,0.2,3.8,1993,6,23,Monsoon
2000-05-02,Bhaktapur,27.7,85.5,0.08,77.96,3.8,23.93,17.36,-3.9,24.28,11.91,12.38,17.86,2.56,5.85,0.49,5.36,2.36,4.81,0.73,4.08,2000,5,2,Spring
2016-07-28,Bhaktapur,27.7,85.5,7.06,77.92,14.37,96.11,16.32,15.11,18.69,14.47,4.22,16.71,1.87,4.04,0.54,3.5,1.86,3.55,0.65,2.9,2016,7,28,Monsoon
2015-05-12,Bhaktapur,27.7,85.5,6.12,78.04,9.62,65.6,16.08,9.01,21.1,11.97,9.13,16.46,2.73,5.72,0.48,5.24,2.75,5.08,0.65,4.43,2015,5,12,Spring
1993-12-04,Chitawan,27.7,84.4,0.0,92.74,2.83,22.25,16.63,-4.83,24.39,10.91,13.48,13.22,1.77,3.23,0.5,2.72,2.06,3.09,0.67,2.42,1993,12,4,Winter
1995-05-02,Chitawan,27.7,84.4,0.0,91.89,4.35,14.2,31.09,0.56,40.27,22.58,17.68,31.8,4.56,9.37,1.21,8.16,6.07,10.62,1.3,9.32,1995,5,2,Spring
1986-09-17,Chitawan,27.7,84.4,0.35,92.24,13.74,63.93,24.96,17.42,30.8,20.6,10.2,25.29,1.88,3.97,0.24,3.73,2.12,3.69,0.27,3.42,1986,9,17,Autumn
2006-05-17,Chitawan,27.7,84.4,0.2,92.27,12.22,45.08,28.93,15.71,34.78,23.7,11.08,30.43,2.27,3.75,0.97,2.77,2.63,3.77,1.13,2.64,2006,5,17,Spring
1995-09-14,Chitawan,27.7,84.4,0.24,92.12,16.02,74.32,24.96,19.95,29.73,20.79,8.94,25.56,1.84,3.29,0.8,2.48,2.34,3.42,0.67,2.74,1995,9,14,Autumn
1990-10-11,Chitawan,27.7,84.4,0.0,92.7,13.35,73.03,22.35,17.1,27.15,18.7,8.45,22.23,1.57,2.93,0.17,2.77,1.91,3.54,0.25,3.29,1990,10,11,Autumn
1993-06-23,Chitawan,27.7,84.4,0.09,91.71,13.43,43.67,31.02,17.06,37.2,25.1,12.1,33.0,2.39,3.65,1.0,2.65,2.82,3.61,1.85,1.76,1993,6,23,Monsoon
2000-05-02,Chitawan,27.7,84.4,0.05,91.96,3.57,13.38,28.7,-2.14,37.09,20.43,16.67,29.17,3.28,5.72,1.94,3.78,3.95,5.56,2.63,2.92,2000,5,2,Spring
2016-07-28,Chitawan,27.7,84.4,12.88,92.01,18.88,93.92,23.74,22.55,25.59,22.21,3.38,23.72,1.92,2.86,1.12,1.74,2.73,3.46,2.01,1.46,2016,7,28,Monsoon
2015-05-12,Chitawan,27.7,84.4,4.62,92.14,11.87,50.23,26.56,15.16,32.84,20.61,12.23,26.89,2.65,4.97,0.53,4.44,3.29,5.13,0.85,4.28,2015,5,12,Spring
1993-12-04,Dadeldhura,29.3,80.6,0.0,85.93,1.77,15.66,13.58,-10.89,22.6,8.07,14.53,9.89,1.94,3.93,0.22,3.71,2.17,3.69,0.34,3.35,1993,12,4,Winter
1995-05-02,Dadeldhura,29.3,80.6,0.0,85.53,4.53,20.37,24.37,0.17,32.44,16.64,15.8,24.5,3.33,6.53,1.42,5.11,4.07,7.38,1.74,5.63,1995,5,2,Spring
1986-09-17,Dadeldhura,29.3,80.6,0.0,85.65,10.14,56.5,20.79,11.6,26.73,15.52,11.21,19.78,1.99,3.87,0.24,3.64,2.3,3.82,0.31,3.5,1986,9,17,Autumn
2006-05-17,Dadeldhura,29.3,80.6,3.69,85.75,11.84,56.23,23.42,14.05,29.06,17.78,11.28,24.3,1.95,4.65,0.42,4.23,2.18,4.34,0.69,3.65,2006,5,17,Spring
1995-09-14,Dadeldhura,29.3,80.6,0.79,85.51,14.48,76.5,21.59,17.01,26.85,17.8,9.05,22.1,1.79,3.88,0.33,3.55,2.01,3.72,0.17,3.55,1995,9,14,Autumn
1990-10-11,Dadeldhura,29.3,80.6,0.0,86.0,9.84,62.85,18.66,11.23,24.48,14.65,9.83,18.27,1.85,3.65,0.16,3.49,2.11,3.47,0.27,3.2,1990,10,11,Autumn
1993-06-23,Dadeldhura,29.3,80.6,1.65,85.22,14.0,56.36,26.06,16.51,31.6,20.9,10.71,27.34,2.04,3.58,0.68,2.89,2.3,3.23,0.99,2.24,1993,6,23,Monsoon
2000-05-02,Dadeldhura,29.3,80.6,0.0,85.38,2.32,9.97,25.14,-7.88,34.48,14.59,19.88,24.79,2.95,5.27,0.92,4.35,3.34,5.01,1.17,3.84,2000,5,2,Spring
2016-07-28,Dadeldhura,29.3,80.6,7.66,85.33,16.68,91.17,20.98,19.32,23.29,19.01,4.28,21.1,1.78,3.41,0.85,2.56,2.36,3.75,1.39,2.36,2016,7,28,Monsoon
2015-05-12,Dadeldhura,29.3,80.6,1.07,85.62,9.12,42.28,23.82,10.06,30.29,17.76,12.53,23.94,2.21,4.16,0.32,3.84,2.49,4.09,0.48,3.6,2015,5,12,Spring
1993-12-04,Dailekh,28.8,81.7,0.0,85.12,1.94,18.13,12.61,-10.11,20.97,6.87,14.11,8.82,2.12,4.17,0.51,3.66,2.33,3.67,0.6,3.07,1993,12,4,Winter
1995-05-02,Dailekh,28.8,81.7,0.0,84.75,4.71,21.53,23.91,0.55,32.42,15.55,16.87,24.54,3.71,7.47,1.35,6.12,4.44,8.08,1.93,6.15,1995,5,2,Spring
1986-09-17,Dailekh,28.8,81.7,0.0,84.85,11.3,67.1,19.59,13.17,25.0,14.71,10.29,18.81,2.14,3.94,0.97,2.97,2.43,3.75,1.34,2.41,1986,9,17,Autumn
2006-05-17,Dailekh,28.8,81.7,2.61,84.94,11.15,53.42,23.12,13.05,28.55,16.82,11.73,24.18,2.26,4.92,0.48,4.44,2.44,4.4,0.71,3.69,2006,5,17,Spring
1995-09-14,Dailekh,28.8,81.7,0.22,84.72,14.54,78.05,21.17,17.04,26.02,17.87,8.15,22.06,1.84,4.28,0.12,4.16,2.01,3.9,0.19,3.71,1995,9,14,Autumn
1990-10-11,Dailekh,28.8,81.7,0.0,85.2,11.13,73.3,18.01,13.02,22.22,15.26,6.97,17.72,1.62,3.7,0.37,3.33,1.73,3.43,0.54,2.89,1990,10,11,Autumn
1993-06-23,Dailekh,28.8,81.7,5.2,84.43,12.55,49.6,26.23,14.7,31.79,21.05,10.74,27.69,2.29,4.26,0.32,3.94,2.38,3.77,0.47,3.31,1993,6,23,Monsoon
2000-05-02,Dailekh,28.8,81.7,0.0,84.62,2.08,9.08,24.71,-9.05,33.43,15.27,18.16,24.76,2.96,5.88,0.47,5.41,3.2,5.46,0.62,4.84,2000,5,2,Spring
2016-07-28,Dailekh,28.8,81.7,10.31,84.54,16.66,91.1,20.82,19.17,23.79,18.8,4.99,21.17,2.22,4.04,0.45,3.59,2.82,3.98,1.12,2.86,2016,7,28,Monsoon
2015-05-12,Dailekh,28.8,81.7,3.97,84.83,9.36,46.99,22.34,10.34,28.35,16.88,11.48,22.45,2.34,3.95,0.89,3.06,2.64,3.66,1.16,2.5,2015,5,12,Spring
1993-12-04,Dang,28.0,82.4,0.0,86.89,2.4,21.61,13.46,-7.72,21.17,8.44,12.73,9.34,1.93,3.97,0.24,3.73,2.16,3.64,0.28,3.36,1993,12,4,Winter
1995-05-02,Dang,28.0,82.4,0.0,86.41,4.46,18.77,25.61,0.01,34.25,17.55,16.7,26.4,4.72,8.46,2.23,6.22,6.09,9.41,3.4,6.01,1995,5,2,Spring
1986-09-17,Dang,28.0,82.4,0.01,86.56,11.52,64.86,20.76,13.62,26.51,16.45,10.06,20.16,2.42,4.23,1.21,3.03,2.91,4.15,1.62,2.54,1986,9,17,Autumn
2006-05-17,Dang,28.0,82.4,0.88,86.65,10.91,48.73,24.63,12.98,31.02,18.43,12.59,26.06,2.55,4.77,0.85,3.92,2.86,4.25,0.96,3.28,2006,5,17,Spring
1995-09-14,Dang,28.0,82.4,0.15,86.46,14.86,78.09,21.84,17.66,26.15,18.63,7.52,22.51,1.9,3.69,0.61,3.08,2.15,3.5,0.82,2.68,1995,9,14,Autumn
1990-10-11,Dang,28.0,82.4,0.0,86.95,11.1,70.68,18.87,13.14,23.49,15.16,8.33,18.2,1.64,3.42,0.19,3.22,1.82,3.18,0.26,2.92,1990,10,11,Autumn
1993-06-23,Dang,28.0,82.4,3.8,86.12,12.49,46.74,27.52,14.92,32.84,22.28,10.56,29.36,2.22,3.9,0.62,3.28,2.28,3.5,0.88,2.61,1993,6,23,Monsoon
2000-05-02,Dang,28.0,82.4,0.0,86.32,2.02,8.4,25.94,-9.09,34.32,17.72,16.6,25.95,2.89,5.77,0.4,5.37,3.17,5.45,0.54,4.92,2000,5,2,Spring
2016-07-28,Dang,28.0,82.4,16.81,86.3,17.18,92.83,21.34,19.96,23.94,19.4,4.54,21.79,2.56,4.49,1.25,3.24,3.26,4.56,2.23,2.33,2016,7,28,Monsoon
2015-05-12,Dang,28.0,82.4,5.23,86.52,9.51,45.5,23.5,10.85,29.55,18.2,11.35,23.81,2.9,4.89,1.32,3.57,3.41,4.72,1.69,3.03,2015,5,12,Spring
1993-12-04,Darchula,29.9,80.6,0.0,74.07,1.2,14.93,6.28,-16.14,14.86,0.56,14.31,2.8,2.03,4.85,0.24,4.61,1.97,4.17,0.27,3.9,1993,12,4,Winter
1995-05-02,Darchula,29.9,80.6,0.0,73.96,4.0,29.84,13.91,-3.43,21.0,8.04,12.96,14.71,3.16,7.09,0.44,6.64,3.25,6.85,0.52,6.33,1995,5,2,Spring
1986-09-17,Darchula,29.9,80.6,0.0,74.01,7.8,61.17,13.12,5.13,19.83,7.64,12.19,13.07,2.33,5.13,0.23,4.9,2.16,4.15,0.3,3.85,1986,9,17,Autumn
2006-05-17,Darchula,29.9,80.6,2.93,74.15,9.6,65.9,15.17,8.39,20.46,10.57,9.89,16.51,2.18,5.93,0.2,5.73,1.91,4.8,0.25,4.55,2006,5,17,Spring
1995-09-14,Darchula,29.9,80.6,0.47,73.91,11.05,79.78,14.33,10.23,19.78,9.91,9.87,15.89,2.16,4.74,0.39,4.34,2.08,3.89,0.47,3.42,1995,9,14,Autumn
1990-10-11,Darchula,29.9,80.6,0.0,74.23,7.3,66.83,10.81,4.31,16.97,6.67,10.29,11.29,2.02,4.92,0.27,4.65,1.87,3.95,0.22,3.74,1990,10,11,Autumn
1993-06-23,Darchula,29.9,80.6,0.6,73.78,11.7,66.0,18.17,11.23,23.78,12.68,11.1,20.7,2.9,5.42,0.43,5.0,2.58,4.26,0.65,3.61,1993,6,23,Monsoon
2000-05-02,Darchula,29.9,80.6,0.0,73.91,1.99,13.42,15.46,-11.42,24.87,5.77,19.1,15.95,3.05,6.28,0.64,5.64,2.94,5.49,0.81,4.68,2000,5,2,Spring
2016-07-28,Darchula,29.9,80.6,4.93,73.8,13.03,90.19,14.95,12.94,17.81,12.25,5.56,15.56,2.02,4.35,0.07,4.28,1.96,3.68,0.07,3.61,2016,7,28,Monsoon
2015-05-12,Darchula,29.9,80.6,0.51,74.06,7.86,57.37,14.23,5.69,20.13,9.38,10.76,15.4,2.2,5.09,0.13,4.95,2.03,4.42,0.15,4.27,2015,5,12,Spring
1993-12-04,Dhading,27.7,85.2,0.0,84.25,2.53,23.74,12.42,-7.65,19.94,7.86,12.07,8.5,1.72,4.05,0.22,3.83,1.71,3.32,0.33,2.98,1993,12,4,Winter
1995-05-02,Dhading,27.7,85.2,0.06,83.79,4.08,18.09,24.26,-1.6,32.86,16.39,16.47,24.97,3.87,8.43,0.87,7.56,4.58,9.09,1.14,7.95,1995,5,2,Spring
